State,County,Candidate,Party,Votes,Vote %
Vermont,franklin,Hillary Clinton,Democratic,9351,0.43673812526271544
Vermont,grand isle,Hillary Clinton,Democratic,2094,0.5094890510948905
Vermont,lamoille,Hillary Clinton,Democratic,7241,0.5673875568092775
Vermont,orange,Hillary Clinton,Democratic,7541,0.5147791658133661
Vermont,orleans,Hillary Clinton,Democratic,5185,0.430397609363327
Vermont,rutland,Hillary Clinton,Democratic,13635,0.4603463992707384
Vermont,washington,Hillary Clinton,Democratic,18594,0.5981470758540822
Vermont,windham,Hillary Clinton,Democratic,14340,0.633532140490391
Vermont,windsor,Hillary Clinton,Democratic,17556,0.5866078588612671
Virginia,accomack,Donald Trump,Republican,8583,0.542609685168795
Virginia,albemarle,Hillary Clinton,Democratic,33345,0.587825688396855
Virginia,alleghany,Donald Trump,Republican,4874,0.6653924914675768
Virginia,amelia,Donald Trump,Republican,4708,0.66875
Virginia,amherst,Donald Trump,Republican,9719,0.6312678617822811
Virginia,appomattox,Donald Trump,Republican,5715,0.7133940831356884
Virginia,arlington,Hillary Clinton,Democratic,92016,0.7582319786413527
Virginia,augusta,Donald Trump,Republican,26163,0.7198910381641581
Virginia,bath,Donald Trump,Republican,1548,0.6870838881491345
Virginia,bedford,Donald Trump,Republican,30659,0.7209641387419166
Virginia,bland,Donald Trump,Republican,2573,0.8196877986619943
Virginia,botetourt,Donald Trump,Republican,13375,0.7137520678798228
Virginia,brunswick,Hillary Clinton,Democratic,4481,0.5843004303038206
Virginia,buchanan,Donald Trump,Republican,7296,0.789012652752244
Virginia,buckingham,Donald Trump,Republican,3950,0.5414667580534612
Virginia,campbell,Donald Trump,Republican,19551,0.7100417650263301
Virginia,caroline,Donald Trump,Republican,7147,0.48085850770369376
Virginia,carroll,Donald Trump,Republican,10663,0.7801434006438396
Virginia,charles city,Hillary Clinton,Democratic,2496,0.6077428780131483
Virginia,charlotte,Donald Trump,Republican,3479,0.5990013774104683
Virginia,chesterfield,Donald Trump,Republican,85045,0.48194785249998584
Virginia,clarke,Donald Trump,Republican,4661,0.5675149153780592
Virginia,craig,Donald Trump,Republican,2140,0.7659269863994274
Virginia,culpeper,Donald Trump,Republican,13349,0.6008191556395716
Virginia,cumberland,Donald Trump,Republican,2697,0.5497350183448838
Virginia,dickenson,Donald Trump,Republican,4932,0.7658385093167702
Virginia,dinwiddie,Donald Trump,Republican,7447,0.5485819521178638
Virginia,essex,Donald Trump,Republican,2657,0.49130917159763315
Virginia,fairfax,Hillary Clinton,Democratic,362500,0.6436286094248534
Virginia,fauquier,Donald Trump,Republican,22127,0.590573037606427
Virginia,floyd,Donald Trump,Republican,5293,0.657433859147932
Virginia,fluvanna,Donald Trump,Republican,7025,0.5166580863425756
Virginia,franklin,Donald Trump,Republican,19990,0.6439869849553816
Virginia,frederick,Donald Trump,Republican,26083,0.6449802176063304
Virginia,giles,Donald Trump,Republican,5910,0.7196785192401364
Virginia,gloucester,Donald Trump,Republican,13096,0.667516183291707
Virginia,goochland,Donald Trump,Republican,8384,0.5972786207879176
Virginia,grayson,Donald Trump,Republican,5592,0.7676046671242278
Virginia,greene,Donald Trump,Republican,5945,0.6187552039966694
Virginia,greensville,Hillary Clinton,Democratic,2558,0.5862938345175338
Virginia,halifax,Donald Trump,Republican,9704,0.5707899535321451
Virginia,hanover,Donald Trump,Republican,39630,0.6315235924975698
Virginia,henrico,Hillary Clinton,Democratic,93935,0.5739853593557139
Virginia,henry,Donald Trump,Republican,15208,0.6308802787687713
Virginia,highland,Donald Trump,Republican,958,0.6887131560028756
Virginia,isle of wight,Donald Trump,Republican,12204,0.5790747330960854
Virginia,james city,Donald Trump,Republican,21306,0.4935028837467862
Virginia,king and queen,Donald Trump,Republican,2099,0.5677576413308087
Virginia,king george,Donald Trump,Republican,7341,0.6087569450203167
Virginia,king william,Donald Trump,Republican,5975,0.6522213732125314
Virginia,lancaster,Donald Trump,Republican,3523,0.5301730624529721
Virginia,lee,Donald Trump,Republican,7543,0.8025321842749229
Virginia,loudoun,Hillary Clinton,Democratic,100795,0.5505005543509724
Virginia,louisa,Donald Trump,Republican,10528,0.5971300550167319
Virginia,lunenburg,Donald Trump,Republican,3204,0.5735767991407089
Virginia,madison,Donald Trump,Republican,4419,0.6331852700960023
Virginia,mathews,Donald Trump,Republican,3517,0.6622105064959518
Virginia,mecklenburg,Donald Trump,Republican,8288,0.5545667447306791
Virginia,middlesex,Donald Trump,Republican,3670,0.6099385075619079
Virginia,montgomery,Hillary Clinton,Democratic,20021,0.4652692245125607
Virginia,nelson,Donald Trump,Republican,4154,0.4993988939648954
Virginia,new kent,Donald Trump,Republican,8118,0.6631269400424767
Virginia,northampton,Hillary Clinton,Democratic,3255,0.5273817239144524
Virginia,northumberland,Donald Trump,Republican,4302,0.5815085158150851
Virginia,nottoway,Donald Trump,Republican,3712,0.5504151838671412
Virginia,orange,Donald Trump,Republican,10521,0.6092067168500289
Virginia,page,Donald Trump,Republican,7831,0.7291433891992551
Virginia,patrick,Donald Trump,Republican,6454,0.7570674486803519
Virginia,pittsylvania,Donald Trump,Republican,21554,0.6821317804924363
Virginia,powhatan,Donald Trump,Republican,11885,0.7032544378698224
Virginia,prince edward,Hillary Clinton,Democratic,4591,0.5021327791753254
Virginia,prince george,Donald Trump,Republican,9157,0.5658057340583292
Virginia,prince william,Hillary Clinton,Democratic,113144,0.5756851092409611
Virginia,pulaski,Donald Trump,Republican,10322,0.6805564712863453
Virginia,rappahannock,Donald Trump,Republican,2539,0.5663618112870845
Virginia,richmond,Hillary Clinton,Democratic,82606,0.7709739138550562
Virginia,roanoke,Donald Trump,Republican,46197,0.5079105051948766
Virginia,rockbridge,Donald Trump,Republican,6680,0.618805002315887
Virginia,rockingham,Donald Trump,Republican,25990,0.6933070130978739
Virginia,russell,Donald Trump,Republican,9521,0.777478360280908
Virginia,scott,Donald Trump,Republican,8247,0.8165346534653465
Virginia,shenandoah,Donald Trump,Republican,14094,0.6870764880807293
Virginia,smyth,Donald Trump,Republican,9750,0.756400310318076
Virginia,southampton,Donald Trump,Republican,5035,0.5671322369903131
Virginia,spotsylvania,Donald Trump,Republican,34623,0.553419008343723
Virginia,stafford,Donald Trump,Republican,33868,0.513665180331847
Virginia,surry,Hillary Clinton,Democratic,2272,0.5373699148533586
Virginia,sussex,Hillary Clinton,Democratic,2879,0.5707771609833465
Virginia,tazewell,Donald Trump,Republican,15168,0.8169772702790047
Virginia,warren,Donald Trump,Republican,11773,0.6555122494432071
Virginia,washington,Donald Trump,Republican,19320,0.747475529074941
Virginia,westmoreland,Donald Trump,Republican,4448,0.5187777000233263
Virginia,wise,Donald Trump,Republican,12086,0.7970718195607729
Virginia,wythe,Donald Trump,Republican,10046,0.7529041444952409
Virginia,york,Donald Trump,Republican,18837,0.5521132540008207
Virginia,alexandria,Hillary Clinton,Democratic,57242,0.7554705028375347
Virginia,bristol,Donald Trump,Republican,4892,0.6956769055745164
Virginia,buena vista,Donald Trump,Republican,1430,0.5941005400914001
Virginia,charlottesville,Hillary Clinton,Democratic,17901,0.7965913136347454
Virginia,chesapeake,Donald Trump,Republican,54047,0.47954394214986024
Virginia,colonial heights,Donald Trump,Republican,5681,0.6717512120137165
Virginia,covington,Donald Trump,Republican,1349,0.5663308144416457
Virginia,danville,Hillary Clinton,Democratic,11059,0.5835268045588856
Virginia,emporia,Hillary Clinton,Democratic,1530,0.6463878326996197
Virginia,falls church,Hillary Clinton,Democratic,5819,0.7501611447724635
Virginia,fredericksburg,Hillary Clinton,Democratic,6707,0.5954367897727273
Virginia,galax,Donald Trump,Republican,1603,0.6746632996632996
Virginia,hampton,Hillary Clinton,Democratic,41312,0.6625184424915004
Virginia,harrisonburg,Hillary Clinton,Democratic,10212,0.5675540487967543
Virginia,hopewell,Hillary Clinton,Democratic,4724,0.5244227353463587
Virginia,lexington,Hillary Clinton,Democratic,1514,0.6141987829614605
Virginia,lynchburg,Donald Trump,Republican,17982,0.5041069776569201
Virginia,manassas,Hillary Clinton,Democratic,8423,0.5465576536240347
Virginia,manassas park,Hillary Clinton,Democratic,3204,0.6123853211009175
Virginia,martinsville,Hillary Clinton,Democratic,3533,0.5981039444726596
Virginia,newport news,Hillary Clinton,Democratic,45618,0.6024962028660107
Virginia,norfolk,Hillary Clinton,Democratic,57023,0.683827409219552
Virginia,norton,Donald Trump,Republican,1021,0.6993150684931507
Virginia,petersburg,Hillary Clinton,Democratic,12021,0.8719715653561584
Virginia,poquoson,Donald Trump,Republican,5092,0.70948864428034
Virginia,portsmouth,Hillary Clinton,Democratic,28497,0.6586617358141685
Virginia,radford,Hillary Clinton,Democratic,2925,0.4806902218570255
Virginia,salem,Donald Trump,Republican,7226,0.5910838445807771
Virginia,staunton,Hillary Clinton,Democratic,5333,0.47383385162150155
Virginia,suffolk,Hillary Clinton,Democratic,23280,0.5383903792784459
Virginia,virginia beach,Donald Trump,Republican,98224,0.4832383819897472
Virginia,waynesboro,Donald Trump,Republican,4801,0.5216210343328987
Virginia,williamsburg,Hillary Clinton,Democratic,5206,0.6826645685811696
Virginia,winchester,Hillary Clinton,Democratic,5164,0.4841098715665135
Washington,adams,Donald Trump,Republican,3083,0.6638673557278209
Washington,asotin,Donald Trump,Republican,5741,0.5896672144617913
Washington,benton,Donald Trump,Republican,47194,0.5897259674859735
Washington,chelan,Donald Trump,Republican,18114,0.5426602756141402
Washington,clallam,Donald Trump,Republican,18794,0.47631598955825327
Washington,clark,Hillary Clinton,Democratic,92757,0.4634142685851319
Washington,columbia,Donald Trump,Republican,1497,0.6860678276810266
Washington,cowlitz,Donald Trump,Republican,24185,0.5293049111441828
Washington,douglas,Donald Trump,Republican,9603,0.6178343949044586
Washington,ferry,Donald Trump,Republican,2202,0.6114968064426548
Washington,franklin,Donald Trump,Republican,13206,0.5567453625632378
Washington,garfield,Donald Trump,Republican,851,0.6829855537720706
Washington,grant,Donald Trump,Republican,18518,0.6532844140266705
Washington,grays harbor,Donald Trump,Republican,14067,0.4958931152395389
Washington,island,Hillary Clinton,Democratic,20960,0.4888515719749977
Washington,jefferson,Hillary Clinton,Democratic,12656,0.6241862300256461
Washington,king,Hillary Clinton,Democratic,718322,0.7194018221350247
Washington,kitsap,Hillary Clinton,Democratic,63156,0.5080238422741862
Washington,kittitas,Donald Trump,Republican,10100,0.5328409390662094
Washington,klickitat,Donald Trump,Republican,5789,0.537561519175411
Washington,lewis,Donald Trump,Republican,21992,0.6440012884711119
Washington,lincoln,Donald Trump,Republican,4108,0.719061788902503
Washington,mason,Donald Trump,Republican,13677,0.48719410109357747
Washington,okanogan,Donald Trump,Republican,9610,0.5622842431689193
Washington,pacific,Donald Trump,Republican,5360,0.5001866368047779
Washington,pend oreille,Donald Trump,Republican,4373,0.6428991473096148
Washington,pierce,Hillary Clinton,Democratic,172538,0.49510882821355295
Washington,san juan,Hillary Clinton,Democratic,7172,0.6656766289214776
Washington,skagit,Hillary Clinton,Democratic,26690,0.47687964551172096
Washington,skamania,Donald Trump,Republican,2928,0.5192410001773364
Washington,snohomish,Hillary Clinton,Democratic,185227,0.5413255867645899
Washington,spokane,Donald Trump,Republican,113435,0.49917270270983866
Washington,stevens,Donald Trump,Republican,15161,0.6685628610486396
Washington,thurston,Hillary Clinton,Democratic,68798,0.5316281585657986
Washington,wahkiakum,Donald Trump,Republican,1344,0.5699745547073791
Washington,walla walla,Donald Trump,Republican,13651,0.5370392226287423
Washington,whatcom,Hillary Clinton,Democratic,60340,0.5501809925870542
Washington,whitman,Hillary Clinton,Democratic,8146,0.4707310026004045
Washington,yakima,Donald Trump,Republican,41735,0.5367845659163987
West Virginia,barbour,Donald Trump,Republican,4527,0.7477700693756194
West Virginia,berkeley,Donald Trump,Republican,28244,0.6591365227537923
West Virginia,boone,Donald Trump,Republican,6504,0.7490498675572959
West Virginia,braxton,Donald Trump,Republican,3537,0.6948919449901768
West Virginia,brooke,Donald Trump,Republican,6625,0.6891709143867679
West Virginia,cabell,Donald Trump,Republican,19850,0.5999697748224271
West Virginia,calhoun,Donald Trump,Republican,2035,0.7776079480320979
West Virginia,clay,Donald Trump,Republican,2300,0.7738896366083445
West Virginia,doddridge,Donald Trump,Republican,2358,0.8302816901408451
West Virginia,fayette,Donald Trump,Republican,10357,0.6752950381430527
West Virginia,gilmer,Donald Trump,Republican,1896,0.7455760912308297
West Virginia,grant,Donald Trump,Republican,4346,0.8769168684422922
West Virginia,greenbrier,Donald Trump,Republican,9556,0.6793686904592635
West Virginia,hampshire,Donald Trump,Republican,6692,0.7774163568773235
West Virginia,hancock,Donald Trump,Republican,8909,0.7013856085655802
West Virginia,hardy,Donald Trump,Republican,4274,0.7573985468722311
West Virginia,harrison,Donald Trump,Republican,18750,0.6706008583690987
West Virginia,jackson,Donald Trump,Republican,9020,0.7401329285304012
West Virginia,jefferson,Donald Trump,Republican,13204,0.5468174100302315
West Virginia,kanawha,Donald Trump,Republican,43850,0.5793367683974104
West Virginia,lewis,Donald Trump,Republican,5274,0.7612586605080831
West Virginia,lincoln,Donald Trump,Republican,5307,0.751061420888763
West Virginia,logan,Donald Trump,Republican,9897,0.8007929444129784
West Virginia,mcdowell,Donald Trump,Republican,4629,0.746251813638562
West Virginia,marion,Donald Trump,Republican,14668,0.6369360371705242
West Virginia,marshall,Donald Trump,Republican,9666,0.7313861985472155
West Virginia,mason,Donald Trump,Republican,7654,0.7514235224818379
West Virginia,mercer,Donald Trump,Republican,17404,0.7572883125924637
West Virginia,mineral,Donald Trump,Republican,9070,0.7843306814251124
West Virginia,mingo,Donald Trump,Republican,7911,0.8318611987381703
West Virginia,monongalia,Donald Trump,Republican,18432,0.511318242343542
West Virginia,monroe,Donald Trump,Republican,4443,0.765374677002584
West Virginia,morgan,Donald Trump,Republican,5732,0.7488894695584009
West Virginia,nicholas,Donald Trump,Republican,7251,0.7639869349910442
West Virginia,ohio,Donald Trump,Republican,11139,0.6209722377076597
West Virginia,pendleton,Donald Trump,Republican,2398,0.7435658914728682
West Virginia,pleasants,Donald Trump,Republican,2358,0.7485714285714286
West Virginia,pocahontas,Donald Trump,Republican,2496,0.6845858475041141
West Virginia,preston,Donald Trump,Republican,9538,0.75345603918161
West Virginia,putnam,Donald Trump,Republican,17788,0.7145783955328807
West Virginia,raleigh,Donald Trump,Republican,22048,0.7444121817813492
West Virginia,randolph,Donald Trump,Republican,7629,0.7014527399779331
West Virginia,ritchie,Donald Trump,Republican,3405,0.8355828220858895
West Virginia,roane,Donald Trump,Republican,3781,0.7206022489041357
West Virginia,summers,Donald Trump,Republican,3455,0.7106129164952695
West Virginia,taylor,Donald Trump,Republican,4733,0.7239216885897828
West Virginia,tucker,Donald Trump,Republican,2565,0.7381294964028777
West Virginia,tyler,Donald Trump,Republican,2996,0.8199233716475096
West Virginia,upshur,Donald Trump,Republican,7005,0.7599262312866132
West Virginia,wayne,Donald Trump,Republican,11152,0.7345540771966803
West Virginia,webster,Donald Trump,Republican,2302,0.7730020147750168
West Virginia,wetzel,Donald Trump,Republican,4519,0.7213088587390263
West Virginia,wirt,Donald Trump,Republican,1911,0.7890173410404624
West Virginia,wood,Donald Trump,Republican,25434,0.7141373016987225
West Virginia,wyoming,Donald Trump,Republican,6547,0.8360362661218235
Wisconsin,adams,Donald Trump,Republican,5983,0.5886462022825659
Wisconsin,ashland,Hillary Clinton,Democratic,4228,0.5265911072362686
Wisconsin,barron,Donald Trump,Republican,13606,0.6008921079362275
Wisconsin,bayfield,Hillary Clinton,Democratic,4954,0.5198866617693357
Wisconsin,brown,Donald Trump,Republican,67199,0.5210072957613255
