State,County,Candidate,Party,Votes,Vote %
Indiana,wayne,Donald Trump,Republican,16028,0.6266077641815552
Indiana,wells,Donald Trump,Republican,10005,0.7588168373151308
Indiana,white,Donald Trump,Republican,6893,0.6856659703571073
Indiana,whitley,Donald Trump,Republican,11358,0.7270050566472509
Iowa,adair,Donald Trump,Republican,2461,0.6457622671214904
Iowa,adams,Donald Trump,Republican,1395,0.6623931623931624
Iowa,allamakee,Donald Trump,Republican,4093,0.5912176801964466
Iowa,appanoose,Donald Trump,Republican,4033,0.6572685788787483
Iowa,audubon,Donald Trump,Republican,2136,0.6260257913247362
Iowa,benton,Donald Trump,Republican,8232,0.5946258306847731
Iowa,black hawk,Hillary Clinton,Democratic,32233,0.5004735657169475
Iowa,boone,Donald Trump,Republican,7484,0.5271907579599887
Iowa,bremer,Donald Trump,Republican,7208,0.5324272418377899
Iowa,buchanan,Donald Trump,Republican,5510,0.537456106125634
Iowa,buena vista,Donald Trump,Republican,4903,0.5922928243537087
Iowa,butler,Donald Trump,Republican,4921,0.6549980034606682
Iowa,calhoun,Donald Trump,Republican,3468,0.6722232990889707
Iowa,carroll,Donald Trump,Republican,6638,0.6295523520485584
Iowa,cass,Donald Trump,Republican,4761,0.6682105263157895
Iowa,cedar,Donald Trump,Republican,5295,0.5549732732417986
Iowa,cerro gordo,Donald Trump,Republican,11621,0.506030916612236
Iowa,cherokee,Donald Trump,Republican,4192,0.6698625759028444
Iowa,chickasaw,Donald Trump,Republican,3742,0.5815073815073815
Iowa,clarke,Donald Trump,Republican,2713,0.6091154018859453
Iowa,clay,Donald Trump,Republican,5877,0.6820239062318673
Iowa,clayton,Donald Trump,Republican,5317,0.5824296198926499
Iowa,clinton,Donald Trump,Republican,11276,0.48883686651926994
Iowa,crawford,Donald Trump,Republican,4617,0.6657534246575343
Iowa,dallas,Donald Trump,Republican,19339,0.5055683362961414
Iowa,davis,Donald Trump,Republican,2723,0.7014425553838227
Iowa,decatur,Donald Trump,Republican,2296,0.6148901981788967
Iowa,delaware,Donald Trump,Republican,5694,0.6161670814846878
Iowa,des moines,Donald Trump,Republican,9529,0.4988221745275611
Iowa,dickinson,Donald Trump,Republican,6753,0.652211705621016
Iowa,dubuque,Donald Trump,Republican,23460,0.47183282717564007
Iowa,emmet,Donald Trump,Republican,3124,0.657269093204292
Iowa,fayette,Donald Trump,Republican,5620,0.5634085213032581
Iowa,floyd,Donald Trump,Republican,4375,0.542803970223325
Iowa,franklin,Donald Trump,Republican,3163,0.6366747181964574
Iowa,fremont,Donald Trump,Republican,2407,0.6695410292072322
Iowa,greene,Donald Trump,Republican,2820,0.5849408836341008
Iowa,grundy,Donald Trump,Republican,4527,0.6587601862630966
Iowa,guthrie,Donald Trump,Republican,3628,0.6309565217391304
Iowa,hamilton,Donald Trump,Republican,4463,0.5800623862750195
Iowa,hancock,Donald Trump,Republican,3977,0.6773973769374894
Iowa,hardin,Donald Trump,Republican,5254,0.6157271768428454
Iowa,harrison,Donald Trump,Republican,4902,0.6566644340254522
Iowa,henry,Donald Trump,Republican,5779,0.6145257337303275
Iowa,howard,Donald Trump,Republican,2611,0.5727133143233165
Iowa,humboldt,Donald Trump,Republican,3568,0.7013957145665421
Iowa,ida,Donald Trump,Republican,2655,0.7350498338870431
Iowa,iowa,Donald Trump,Republican,5205,0.5845687331536388
Iowa,jackson,Donald Trump,Republican,5824,0.5648884578079535
Iowa,jasper,Donald Trump,Republican,10560,0.5547966796259325
Iowa,jefferson,Donald Trump,Republican,3748,0.45953898970083373
Iowa,johnson,Hillary Clinton,Democratic,50200,0.6524564595788926
Iowa,jones,Donald Trump,Republican,5720,0.5644922530346393
Iowa,keokuk,Donald Trump,Republican,3390,0.6800401203610833
Iowa,kossuth,Donald Trump,Republican,5653,0.6567909840827234
Iowa,lee,Donald Trump,Republican,8803,0.5450436505479537
Iowa,linn,Hillary Clinton,Democratic,58935,0.5032963842251789
Iowa,louisa,Donald Trump,Republican,3069,0.6128194888178914
Iowa,lucas,Donald Trump,Republican,2877,0.6607717041800643
Iowa,lyon,Donald Trump,Republican,5192,0.8141759448016309
Iowa,madison,Donald Trump,Republican,5360,0.6206577119036591
Iowa,mahaska,Donald Trump,Republican,7432,0.6990218209179835
Iowa,marion,Donald Trump,Republican,10962,0.6152896273013022
Iowa,marshall,Donald Trump,Republican,9146,0.5086763070077864
Iowa,mills,Donald Trump,Republican,5067,0.6582229150428682
Iowa,mitchell,Donald Trump,Republican,3190,0.5888868377330626
Iowa,monona,Donald Trump,Republican,3120,0.6824146981627297
Iowa,monroe,Donald Trump,Republican,2638,0.682535575679172
Iowa,montgomery,Donald Trump,Republican,3436,0.6812053925455988
Iowa,muscatine,Donald Trump,Republican,9584,0.493156323968303
Iowa,o'brien,Donald Trump,Republican,5752,0.7766675668376991
Iowa,osceola,Donald Trump,Republican,2531,0.7877373171490819
Iowa,page,Donald Trump,Republican,4893,0.694633730834753
Iowa,palo alto,Donald Trump,Republican,3081,0.6551137571762705
Iowa,plymouth,Donald Trump,Republican,9680,0.7338893100833965
Iowa,pocahontas,Donald Trump,Republican,2702,0.6990944372574386
Iowa,polk,Hillary Clinton,Democratic,119804,0.5173889572671719
Iowa,pottawattamie,Donald Trump,Republican,24447,0.5727975632614808
Iowa,poweshiek,Donald Trump,Republican,4946,0.5030001016983626
Iowa,ringgold,Donald Trump,Republican,1824,0.6738086442556336
Iowa,sac,Donald Trump,Republican,3703,0.7104758250191865
Iowa,scott,Hillary Clinton,Democratic,40440,0.46903270702853167
Iowa,shelby,Donald Trump,Republican,4362,0.6847723704866562
Iowa,sioux,Donald Trump,Republican,14785,0.8126305375398483
Iowa,story,Hillary Clinton,Democratic,25709,0.5074111354530563
Iowa,tama,Donald Trump,Republican,4971,0.5679844606946983
Iowa,taylor,Donald Trump,Republican,2111,0.6969296797622978
Iowa,union,Donald Trump,Republican,3525,0.6044238683127572
Iowa,van buren,Donald Trump,Republican,2527,0.7096321258073575
Iowa,wapello,Donald Trump,Republican,8715,0.5752854973925672
Iowa,warren,Donald Trump,Republican,14814,0.5426373626373626
Iowa,washington,Donald Trump,Republican,6173,0.5648275231036691
Iowa,wayne,Donald Trump,Republican,2069,0.7037414965986395
Iowa,webster,Donald Trump,Republican,10056,0.5769363166953528
Iowa,winnebago,Donald Trump,Republican,3447,0.5956454121306376
Iowa,winneshiek,Donald Trump,Republican,5344,0.4703397289209646
Iowa,woodbury,Donald Trump,Republican,24727,0.5656022690882474
Iowa,worth,Donald Trump,Republican,2453,0.5762273901808785
Iowa,wright,Donald Trump,Republican,3800,0.6306007301692665
Kansas,allen,Donald Trump,Republican,3651,0.6694169416941694
Kansas,anderson,Donald Trump,Republican,2435,0.7268656716417911
Kansas,atchison,Donald Trump,Republican,4049,0.6158174904942966
Kansas,barber,Donald Trump,Republican,1850,0.8214920071047958
Kansas,barton,Donald Trump,Republican,7888,0.7681371116953939
Kansas,bourbon,Donald Trump,Republican,4424,0.7260791071721647
Kansas,brown,Donald Trump,Republican,2906,0.72001982160555
Kansas,butler,Donald Trump,Republican,19073,0.6896264960046281
Kansas,chase,Donald Trump,Republican,969,0.7078159240321402
Kansas,chautauqua,Donald Trump,Republican,1236,0.8345712356515868
Kansas,cherokee,Donald Trump,Republican,6182,0.717169373549884
Kansas,cheyenne,Donald Trump,Republican,1173,0.8336886993603412
Kansas,clark,Donald Trump,Republican,825,0.8208955223880597
Kansas,clay,Donald Trump,Republican,2891,0.756806282722513
Kansas,cloud,Donald Trump,Republican,2919,0.7427480916030534
Kansas,coffey,Donald Trump,Republican,3050,0.7497541789577188
Kansas,comanche,Donald Trump,Republican,715,0.8246828143021915
Kansas,cowley,Donald Trump,Republican,8270,0.6552571111639331
Kansas,crawford,Donald Trump,Republican,8624,0.5791417634812974
Kansas,decatur,Donald Trump,Republican,1210,0.8333333333333334
Kansas,dickinson,Donald Trump,Republican,6029,0.7343483556638246
Kansas,doniphan,Donald Trump,Republican,2606,0.7714624037892244
Kansas,douglas,Hillary Clinton,Democratic,31195,0.6228162996386288
Kansas,edwards,Donald Trump,Republican,1037,0.7862016679302501
Kansas,elk,Donald Trump,Republican,1048,0.8324066719618745
Kansas,ellis,Donald Trump,Republican,8466,0.7086297815351135
Kansas,ellsworth,Donald Trump,Republican,1969,0.7349757372153789
Kansas,finney,Donald Trump,Republican,6350,0.6250615218033271
Kansas,ford,Donald Trump,Republican,5114,0.6626068929774553
Kansas,franklin,Donald Trump,Republican,7185,0.655266757865937
Kansas,geary,Donald Trump,Republican,4274,0.5695628997867804
Kansas,gove,Donald Trump,Republican,1140,0.8488458674609084
Kansas,graham,Donald Trump,Republican,1025,0.7982866043613707
Kansas,grant,Donald Trump,Republican,1804,0.7551276684805358
Kansas,gray,Donald Trump,Republican,1698,0.8218780251694094
Kansas,greeley,Donald Trump,Republican,534,0.8215384615384616
Kansas,greenwood,Donald Trump,Republican,2160,0.7605633802816901
Kansas,hamilton,Donald Trump,Republican,705,0.8047945205479452
Kansas,harper,Donald Trump,Republican,1996,0.7742435996896819
Kansas,harvey,Donald Trump,Republican,8668,0.5811209439528023
Kansas,haskell,Donald Trump,Republican,1040,0.7680945347119645
Kansas,hodgeman,Donald Trump,Republican,855,0.8407079646017699
Kansas,jackson,Donald Trump,Republican,3939,0.67703678239945
Kansas,jefferson,Donald Trump,Republican,5213,0.6252848746551517
Kansas,jewell,Donald Trump,Republican,1223,0.8186077643908969
Kansas,johnson,Donald Trump,Republican,137490,0.4739563583715399
Kansas,kearny,Donald Trump,Republican,1075,0.8168693009118541
Kansas,kingman,Donald Trump,Republican,2530,0.7588482303539292
Kansas,kiowa,Donald Trump,Republican,900,0.8341056533827618
Kansas,labette,Donald Trump,Republican,5335,0.6580732700135685
Kansas,lane,Donald Trump,Republican,718,0.8243398392652124
Kansas,leavenworth,Donald Trump,Republican,17638,0.5820930002310155
Kansas,lincoln,Donald Trump,Republican,1179,0.805327868852459
Kansas,linn,Donald Trump,Republican,3484,0.7869889315563587
Kansas,logan,Donald Trump,Republican,1132,0.8341930729550479
Kansas,lyon,Donald Trump,Republican,6552,0.533203125
Kansas,mcpherson,Donald Trump,Republican,8549,0.670930780097316
Kansas,marion,Donald Trump,Republican,4003,0.7117709815078236
Kansas,marshall,Donald Trump,Republican,3307,0.7076824309865183
Kansas,meade,Donald Trump,Republican,1415,0.8226744186046512
Kansas,miami,Donald Trump,Republican,10003,0.6658900279589934
Kansas,mitchell,Donald Trump,Republican,2308,0.7845003399048266
Kansas,montgomery,Donald Trump,Republican,8679,0.7230089970009996
Kansas,morris,Donald Trump,Republican,1820,0.6935975609756098
Kansas,morton,Donald Trump,Republican,995,0.834731543624161
Kansas,nemaha,Donald Trump,Republican,4124,0.8051542366263178
Kansas,neosho,Donald Trump,Republican,4431,0.7017738359201774
Kansas,ness,Donald Trump,Republican,1228,0.844566712517194
Kansas,norton,Donald Trump,Republican,1840,0.8236347358997315
Kansas,osage,Donald Trump,Republican,4826,0.6849276185069543
Kansas,osborne,Donald Trump,Republican,1460,0.8165548098434005
Kansas,ottawa,Donald Trump,Republican,2283,0.7864278332759215
Kansas,pawnee,Donald Trump,Republican,1904,0.7155204810221721
Kansas,phillips,Donald Trump,Republican,2233,0.8382132132132132
Kansas,pottawatomie,Donald Trump,Republican,7612,0.71186757691948
Kansas,pratt,Donald Trump,Republican,2838,0.7386777719937533
Kansas,rawlins,Donald Trump,Republican,1220,0.8288043478260869
Kansas,reno,Donald Trump,Republican,15513,0.6407682775712515
Kansas,republic,Donald Trump,Republican,2024,0.8003163305654409
Kansas,rice,Donald Trump,Republican,2837,0.7457939011566772
Kansas,riley,Donald Trump,Republican,10107,0.4693943897454951
Kansas,rooks,Donald Trump,Republican,2031,0.8396031417941298
Kansas,rush,Donald Trump,Republican,1197,0.7964071856287425
Kansas,russell,Donald Trump,Republican,2574,0.8061384278108362
Kansas,saline,Donald Trump,Republican,13828,0.6267222625090645
Kansas,scott,Donald Trump,Republican,1865,0.8469573115349682
Kansas,sedgwick,Donald Trump,Republican,104353,0.5527669334632885
Kansas,seward,Donald Trump,Republican,3159,0.6270345375148869
Kansas,shawnee,Donald Trump,Republican,35934,0.47654032835583376
Kansas,sheridan,Donald Trump,Republican,1197,0.87117903930131
Kansas,sherman,Donald Trump,Republican,2089,0.7997702909647779
Kansas,smith,Donald Trump,Republican,1661,0.8134182174338883
Kansas,stafford,Donald Trump,Republican,1490,0.7858649789029536
Kansas,stanton,Donald Trump,Republican,492,0.7723704866562009
Kansas,stevens,Donald Trump,Republican,1599,0.8455843469063987
Kansas,sumner,Donald Trump,Republican,6984,0.7183707056161284
Kansas,thomas,Donald Trump,Republican,2908,0.8131991051454138
Kansas,trego,Donald Trump,Republican,1227,0.8279352226720648
Kansas,wabaunsee,Donald Trump,Republican,2372,0.7017751479289941
Kansas,wallace,Donald Trump,Republican,721,0.9035087719298246
Kansas,washington,Donald Trump,Republican,2194,0.7934900542495479
Kansas,wichita,Donald Trump,Republican,769,0.8043933054393305
Kansas,wilson,Donald Trump,Republican,2788,0.7763854079643553
Kansas,woodson,Donald Trump,Republican,1082,0.7498267498267498
Kansas,wyandotte,Hillary Clinton,Democratic,30146,0.617986511141633
Kentucky,adair,Donald Trump,Republican,6637,0.8061459978136767
Kentucky,allen,Donald Trump,Republican,6466,0.7986660079051383
Kentucky,anderson,Donald Trump,Republican,8242,0.7215899142006654
Kentucky,ballard,Donald Trump,Republican,3161,0.7707876127773714
Kentucky,barren,Donald Trump,Republican,13483,0.729283859800952
Kentucky,bath,Donald Trump,Republican,3082,0.671898844560715
Kentucky,bell,Donald Trump,Republican,7764,0.7989298209508129
Kentucky,boone,Donald Trump,Republican,39082,0.6782949772640494
Kentucky,bourbon,Donald Trump,Republican,5569,0.632625241394979
Kentucky,boyd,Donald Trump,Republican,13591,0.6644666079984355
Kentucky,boyle,Donald Trump,Republican,8040,0.6210412482620115
Kentucky,bracken,Donald Trump,Republican,2711,0.7686419053019563
Kentucky,breathitt,Donald Trump,Republican,3991,0.6955385151620774
Kentucky,breckinridge,Donald Trump,Republican,6484,0.7390015956234328
Kentucky,bullitt,Donald Trump,Republican,26210,0.7266627852172225
Kentucky,butler,Donald Trump,Republican,4428,0.7941176470588235
Kentucky,caldwell,Donald Trump,Republican,4507,0.7543096234309623
Kentucky,calloway,Donald Trump,Republican,10367,0.6459592497974952
Kentucky,campbell,Donald Trump,Republican,25050,0.589273112208892
Kentucky,carlisle,Donald Trump,Republican,2094,0.8050749711649365
Kentucky,carroll,Donald Trump,Republican,2588,0.6713359273670557
Kentucky,carter,Donald Trump,Republican,7587,0.7381786339754816
Kentucky,casey,Donald Trump,Republican,5482,0.8513744370243826
Kentucky,christian,Donald Trump,Republican,14108,0.6388624733958248
Kentucky,clark,Donald Trump,Republican,10710,0.6609071274298056
Kentucky,clay,Donald Trump,Republican,5861,0.8661149697059258
Kentucky,clinton,Donald Trump,Republican,3809,0.8536530703720305
Kentucky,crittenden,Donald Trump,Republican,3290,0.8149616051523408
Kentucky,cumberland,Donald Trump,Republican,2502,0.8160469667318982
Kentucky,daviess,Donald Trump,Republican,28907,0.6310607549064553
Kentucky,edmonson,Donald Trump,Republican,4135,0.7885202135774219
Kentucky,elliott,Donald Trump,Republican,2000,0.7005253940455342
Kentucky,estill,Donald Trump,Republican,4236,0.763931469792606
Kentucky,fayette,Hillary Clinton,Democratic,69778,0.5118879066867182
Kentucky,fleming,Donald Trump,Republican,4722,0.7543130990415335
Kentucky,floyd,Donald Trump,Republican,11993,0.7250906892382104
Kentucky,franklin,Donald Trump,Republican,11819,0.49524408129059294
Kentucky,fulton,Donald Trump,Republican,1549,0.6502938706968934
Kentucky,gallatin,Donald Trump,Republican,2443,0.7318753744757339
Kentucky,garrard,Donald Trump,Republican,5904,0.7744982290436836
Kentucky,grant,Donald Trump,Republican,7268,0.7603305785123967
Kentucky,graves,Donald Trump,Republican,12671,0.7630374563410816
Kentucky,grayson,Donald Trump,Republican,8219,0.7771369137670197
Kentucky,green,Donald Trump,Republican,4372,0.8198012375773486
Kentucky,greenup,Donald Trump,Republican,11546,0.7093444737973829
Kentucky,hancock,Donald Trump,Republican,2788,0.649126891734575
Kentucky,hardin,Donald Trump,Republican,26971,0.6249652423764945
Kentucky,harlan,Donald Trump,Republican,9129,0.8486566886678442
Kentucky,harrison,Donald Trump,Republican,5435,0.6984963372317183
Kentucky,hart,Donald Trump,Republican,5320,0.7323788546255506
Kentucky,henderson,Donald Trump,Republican,12159,0.6168949771689498
Kentucky,henry,Donald Trump,Republican,4944,0.6915652538816618
Kentucky,hickman,Donald Trump,Republican,1657,0.7681965693092258
Kentucky,hopkins,Donald Trump,Republican,15277,0.7508970262963873
Kentucky,jackson,Donald Trump,Republican,4889,0.8887475004544628
Kentucky,jefferson,Hillary Clinton,Democratic,190836,0.5404603241583805
Kentucky,jessamine,Donald Trump,Republican,15474,0.663379919403241
Kentucky,johnson,Donald Trump,Republican,8043,0.8402632678646051
Kentucky,kenton,Donald Trump,Republican,42958,0.5966554626517403
Kentucky,knott,Donald Trump,Republican,4357,0.7560298455665452
Kentucky,knox,Donald Trump,Republican,9885,0.8229270729270729
Kentucky,larue,Donald Trump,Republican,4799,0.7537301711952253
Kentucky,laurel,Donald Trump,Republican,20592,0.8292191841501229
Kentucky,lawrence,Donald Trump,Republican,4816,0.797087057265806
Kentucky,lee,Donald Trump,Republican,2151,0.8065241844769404
Kentucky,leslie,Donald Trump,Republican,4015,0.8938112199465716
Kentucky,letcher,Donald Trump,Republican,7293,0.7984453689511715
Kentucky,lewis,Donald Trump,Republican,4363,0.823518308795772
Kentucky,lincoln,Donald Trump,Republican,7338,0.7674929400690305
Kentucky,livingston,Donald Trump,Republican,3570,0.7685683530678149
Kentucky,logan,Donald Trump,Republican,7778,0.7136434535278466
Kentucky,lyon,Donald Trump,Republican,2789,0.7039374053508329
Kentucky,mccracken,Donald Trump,Republican,20774,0.6635576708084454
Kentucky,mccreary,Donald Trump,Republican,5012,0.8677285318559557
Kentucky,mclean,Donald Trump,Republican,3381,0.740473061760841
Kentucky,madison,Donald Trump,Republican,23431,0.6269834898718257
Kentucky,magoffin,Donald Trump,Republican,3824,0.7474589523064894
Kentucky,marion,Donald Trump,Republican,5122,0.6314881025767476
Kentucky,marshall,Donald Trump,Republican,12322,0.7379326865492873
Kentucky,martin,Donald Trump,Republican,3503,0.8861624082974956
Kentucky,mason,Donald Trump,Republican,4944,0.6848593988086993
Kentucky,meade,Donald Trump,Republican,8660,0.7080369552775734
Kentucky,menifee,Donald Trump,Republican,2010,0.723281756027348
Kentucky,mercer,Donald Trump,Republican,7740,0.7312234293811998
Kentucky,metcalfe,Donald Trump,Republican,3491,0.7556277056277056
Kentucky,monroe,Donald Trump,Republican,4278,0.8571428571428571
Kentucky,montgomery,Donald Trump,Republican,7856,0.6859937128885785
Kentucky,morgan,Donald Trump,Republican,3628,0.7597905759162303
Kentucky,muhlenberg,Donald Trump,Republican,9393,0.719218989280245
Kentucky,nelson,Donald Trump,Republican,13431,0.6456590712431497
Kentucky,nicholas,Donald Trump,Republican,1957,0.6888419570573742
Kentucky,ohio,Donald Trump,Republican,7942,0.7638007309097904
Kentucky,oldham,Donald Trump,Republican,20469,0.6230481234590448
Kentucky,owen,Donald Trump,Republican,3745,0.7488502299540092
Kentucky,owsley,Donald Trump,Republican,1474,0.8379761227970438
Kentucky,pendleton,Donald Trump,Republican,4604,0.76643915431996
Kentucky,perry,Donald Trump,Republican,8158,0.7716609912977677
Kentucky,pike,Donald Trump,Republican,19747,0.8006081491992703
Kentucky,powell,Donald Trump,Republican,3513,0.7086947750655639
Kentucky,pulaski,Donald Trump,Republican,22902,0.8167326414892478
Kentucky,robertson,Donald Trump,Republican,759,0.7492596248766041
Kentucky,rockcastle,Donald Trump,Republican,5609,0.8382902406217306
Kentucky,rowan,Donald Trump,Republican,5174,0.5847649186256781
Kentucky,russell,Donald Trump,Republican,6863,0.8396134083679961
Kentucky,scott,Donald Trump,Republican,15052,0.6219834710743801
Kentucky,shelby,Donald Trump,Republican,13196,0.6412050534499514
Kentucky,simpson,Donald Trump,Republican,5077,0.6741468596467932
Kentucky,spencer,Donald Trump,Republican,7196,0.7562795585916973
Kentucky,taylor,Donald Trump,Republican,8320,0.7358924464885901
Kentucky,todd,Donald Trump,Republican,3612,0.7558066541117389
Kentucky,trigg,Donald Trump,Republican,4931,0.7304103095837654
Kentucky,trimble,Donald Trump,Republican,2771,0.729594523433386
Kentucky,union,Donald Trump,Republican,4701,0.7568829496055386
Kentucky,warren,Donald Trump,Republican,28673,0.5917571304742643
Kentucky,washington,Donald Trump,Republican,4013,0.7120298083747338
Kentucky,wayne,Donald Trump,Republican,6371,0.7971721721721722
Kentucky,webster,Donald Trump,Republican,4397,0.7574504737295435
Kentucky,whitley,Donald Trump,Republican,11312,0.8212574415565558
Kentucky,wolfe,Donald Trump,Republican,1804,0.6846299810246679
Kentucky,woodford,Donald Trump,Republican,7697,0.5674998156749982
Louisiana,acadia,Donald Trump,Republican,21162,0.7726459527547556
Louisiana,allen,Donald Trump,Republican,6867,0.7427798810167658
Louisiana,ascension,Donald Trump,Republican,36143,0.6610153992464977
Louisiana,assumption,Donald Trump,Republican,6714,0.6157373440939105
Louisiana,avoyelles,Donald Trump,Republican,11165,0.6731580851320391
Louisiana,beauregard,Donald Trump,Republican,12238,0.8116461069107309
Louisiana,bienville,Donald Trump,Republican,3756,0.5361884368308352
Louisiana,bossier,Donald Trump,Republican,35474,0.7116433959236078
Louisiana,caddo,Hillary Clinton,Democratic,53483,0.5054912857736947
Louisiana,calcasieu,Donald Trump,Republican,54191,0.6467864176165184
Louisiana,caldwell,Donald Trump,Republican,3822,0.8145780051150895
Louisiana,cameron,Donald Trump,Republican,3256,0.8819068255687974
Louisiana,catahoula,Donald Trump,Republican,3479,0.7164332784184514
Louisiana,claiborne,Donald Trump,Republican,3585,0.5583242485594144
Louisiana,concordia,Donald Trump,Republican,5477,0.6173354373309288
Louisiana,de soto,Donald Trump,Republican,8068,0.5976296296296296
Louisiana,east baton rouge,Hillary Clinton,Democratic,102828,0.5233216788555201
Louisiana,east carroll,Hillary Clinton,Democratic,1838,0.6253827832596122
Louisiana,east feliciana,Donald Trump,Republican,5569,0.5545708026289584
Louisiana,evangeline,Donald Trump,Republican,10360,0.6961429915333961
Louisiana,franklin,Donald Trump,Republican,6514,0.7109801353416285
Louisiana,grant,Donald Trump,Republican,7408,0.8398140800362771
Louisiana,iberia,Donald Trump,Republican,20903,0.6440808528994885
Louisiana,iberville,Hillary Clinton,Democratic,8324,0.5188555756404662
Louisiana,jackson,Donald Trump,Republican,5169,0.692524115755627
Louisiana,jefferson,Donald Trump,Republican,100398,0.5527337190801535
Louisiana,jefferson davis,Donald Trump,Republican,10775,0.7547103733277299
Louisiana,lafayette,Donald Trump,Republican,68195,0.6457676391769174
Louisiana,lafourche,Donald Trump,Republican,31959,0.7674150558290311
Louisiana,la salle,Donald Trump,Republican,5836,0.8884152839092708
Louisiana,lincoln,Donald Trump,Republican,10761,0.5764100915956933
Louisiana,livingston,Donald Trump,Republican,48824,0.8457301229863156
Louisiana,madison,Hillary Clinton,Democratic,2744,0.5798816568047337
Louisiana,morehouse,Donald Trump,Republican,6502,0.5485993925075937
Louisiana,natchitoches,Donald Trump,Republican,8968,0.5395583899885686
Louisiana,orleans,Hillary Clinton,Democratic,133996,0.8081200395628785
Louisiana,ouachita,Donald Trump,Republican,41734,0.6135818986429863
Louisiana,plaquemines,Donald Trump,Republican,6900,0.6526056937482266
Louisiana,pointe coupee,Donald Trump,Republican,6789,0.577246832752317
Louisiana,rapides,Donald Trump,Republican,36816,0.6476672999788896
Louisiana,red river,Donald Trump,Republican,2391,0.5407055630936228
Louisiana,richland,Donald Trump,Republican,6287,0.6551005522559133
Louisiana,sabine,Donald Trump,Republican,7879,0.8050475120057219
Louisiana,st. bernard,Donald Trump,Republican,10237,0.6472968700600695
Louisiana,st. charles,Donald Trump,Republican,16621,0.6345830788026878
Louisiana,st. helena,Hillary Clinton,Democratic,3353,0.562206572769953
Louisiana,st. james,Hillary Clinton,Democratic,6418,0.5310715763342987
Louisiana,st. john the baptist,Hillary Clinton,Democratic,12661,0.6103745841970786
Louisiana,st. landry,Donald Trump,Republican,21971,0.5495910148335292
Louisiana,st. martin,Donald Trump,Republican,16873,0.6552621359223301
Louisiana,st. mary,Donald Trump,Republican,14359,0.6276609695327184
Louisiana,st. tammany,Donald Trump,Republican,90915,0.7308749758826935
Louisiana,tangipahoa,Donald Trump,Republican,33959,0.6478746947496947
Louisiana,tensas,Hillary Clinton,Democratic,1332,0.5227629513343799
Louisiana,terrebonne,Donald Trump,Republican,31902,0.726763258611263
Louisiana,union,Donald Trump,Republican,7972,0.731778960895906
Louisiana,vermilion,Donald Trump,Republican,20063,0.7827325218476904
Louisiana,vernon,Donald Trump,Republican,13471,0.8098959898995972
Louisiana,washington,Donald Trump,Republican,12556,0.6740390809534035
Louisiana,webster,Donald Trump,Republican,11542,0.6360980986497657
Louisiana,west baton rouge,Donald Trump,Republican,6927,0.544918187539333
Louisiana,west carroll,Donald Trump,Republican,3970,0.8342088674091196
Louisiana,west feliciana,Donald Trump,Republican,3390,0.5845835488877392
Louisiana,winn,Donald Trump,Republican,4608,0.7231638418079096
Maine,androscoggin,Donald Trump,Republican,28227,0.5076707253466665
Maine,aroostook,Donald Trump,Republican,19419,0.5532951534319173
Maine,cumberland,Hillary Clinton,Democratic,102981,0.5993609517047108
Maine,franklin,Donald Trump,Republican,7918,0.480228044638525
Maine,hancock,Hillary Clinton,Democratic,16117,0.5016184251478369
Maine,kennebec,Donald Trump,Republican,31675,0.4784165055582407
Maine,knox,Hillary Clinton,Democratic,12443,0.5375642631874541
Maine,lincoln,Hillary Clinton,Democratic,10241,0.476259126633493
Maine,oxford,Donald Trump,Republican,16210,0.5195346303003109
Maine,penobscot,Donald Trump,Republican,41622,0.516786689843556
Maine,piscataquis,Donald Trump,Republican,5406,0.5887606186016119
Maine,sagadahoc,Hillary Clinton,Democratic,10664,0.4933382679496669
Maine,somerset,Donald Trump,Republican,15001,0.5755448127685697
Maine,waldo,Hillary Clinton,Democratic,10440,0.45977011494252873
Maine,washington,Donald Trump,Republican,9093,0.5556370302474793
Maine,york,Hillary Clinton,Democratic,55844,0.4886850902217477
Maryland,allegany,Donald Trump,Republican,21270,0.6938735564689763
Maryland,anne arundel,Hillary Clinton,Democratic,128419,0.47548328094164344
Maryland,baltimore,Hillary Clinton,Democratic,218412,0.5590531429653784
Maryland,calvert,Donald Trump,Republican,26176,0.5521430982112724
Maryland,caroline,Donald Trump,Republican,9368,0.6637851626160278
Maryland,carroll,Donald Trump,Republican,58215,0.6338189182126992
Maryland,cecil,Donald Trump,Republican,28868,0.637699087675893
Maryland,charles,Hillary Clinton,Democratic,49341,0.6301291138270564
Maryland,dorchester,Donald Trump,Republican,8413,0.5525779967159278
Maryland,frederick,Donald Trump,Republican,59522,0.4736109232397336
Maryland,garrett,Donald Trump,Republican,10776,0.7691099850117764
Maryland,harford,Donald Trump,Republican,77860,0.5824705248668383
Maryland,howard,Hillary Clinton,Democratic,102597,0.6325612079436227
Maryland,kent,Donald Trump,Republican,4876,0.48657818580979945
Maryland,montgomery,Hillary Clinton,Democratic,357837,0.7472482265652898
Maryland,prince george's,Hillary Clinton,Democratic,344049,0.8813069149685567
Maryland,queen anne's,Donald Trump,Republican,16993,0.640689213135769
Maryland,st. mary's,Donald Trump,Republican,28663,0.5750772440913285
Maryland,somerset,Donald Trump,Republican,5341,0.5394949494949495
Maryland,talbot,Donald Trump,Republican,10724,0.5217729771809468
