state,county,candidate,party,candidatevotes,totalvotes
Nebraska,dakota,Hillary Clinton,Democratic,2314,6279
Nebraska,dakota,Donald Trump,Republican,3616,6279
Nebraska,dakota,Other,Other,349,6279
Nebraska,dawes,Hillary Clinton,Democratic,801,3676
Nebraska,dawes,Donald Trump,Republican,2632,3676
Nebraska,dawes,Other,Other,243,3676
Nebraska,dawson,Hillary Clinton,Democratic,2136,8635
Nebraska,dawson,Donald Trump,Republican,5984,8635
Nebraska,dawson,Other,Other,515,8635
Nebraska,deuel,Hillary Clinton,Democratic,120,984
Nebraska,deuel,Donald Trump,Republican,809,984
Nebraska,deuel,Other,Other,55,984
Nebraska,dixon,Hillary Clinton,Democratic,556,2782
Nebraska,dixon,Donald Trump,Republican,2041,2782
Nebraska,dixon,Other,Other,185,2782
Nebraska,dodge,Hillary Clinton,Democratic,4544,15529
Nebraska,dodge,Donald Trump,Republican,9933,15529
Nebraska,dodge,Other,Other,1052,15529
Nebraska,douglas,Hillary Clinton,Democratic,113798,240433
Nebraska,douglas,Donald Trump,Republican,108077,240433
Nebraska,douglas,Other,Other,18558,240433
Nebraska,dundy,Hillary Clinton,Democratic,89,953
Nebraska,dundy,Donald Trump,Republican,823,953
Nebraska,dundy,Other,Other,41,953
Nebraska,fillmore,Hillary Clinton,Democratic,613,2941
Nebraska,fillmore,Donald Trump,Republican,2130,2941
Nebraska,fillmore,Other,Other,198,2941
Nebraska,franklin,Hillary Clinton,Democratic,250,1673
Nebraska,franklin,Donald Trump,Republican,1347,1673
Nebraska,franklin,Other,Other,76,1673
Nebraska,frontier,Hillary Clinton,Democratic,161,1328
Nebraska,frontier,Donald Trump,Republican,1110,1328
Nebraska,frontier,Other,Other,57,1328
Nebraska,furnas,Hillary Clinton,Democratic,304,2340
Nebraska,furnas,Donald Trump,Republican,1921,2340
Nebraska,furnas,Other,Other,115,2340
Nebraska,gage,Hillary Clinton,Democratic,2935,10048
Nebraska,gage,Donald Trump,Republican,6380,10048
Nebraska,gage,Other,Other,733,10048
Nebraska,garden,Hillary Clinton,Democratic,153,1075
Nebraska,garden,Donald Trump,Republican,869,1075
Nebraska,garden,Other,Other,53,1075
Nebraska,garfield,Hillary Clinton,Democratic,121,980
Nebraska,garfield,Donald Trump,Republican,821,980
Nebraska,garfield,Other,Other,38,980
Nebraska,gosper,Hillary Clinton,Democratic,166,1010
Nebraska,gosper,Donald Trump,Republican,794,1010
Nebraska,gosper,Other,Other,50,1010
Nebraska,grant,Hillary Clinton,Democratic,20,405
Nebraska,grant,Donald Trump,Republican,367,405
Nebraska,grant,Other,Other,18,405
Nebraska,greeley,Hillary Clinton,Democratic,210,1175
Nebraska,greeley,Donald Trump,Republican,912,1175
Nebraska,greeley,Other,Other,53,1175
Nebraska,hall,Hillary Clinton,Democratic,6282,22060
Nebraska,hall,Donald Trump,Republican,14408,22060
Nebraska,hall,Other,Other,1370,22060
Nebraska,hamilton,Hillary Clinton,Democratic,878,5004
Nebraska,hamilton,Donald Trump,Republican,3783,5004
Nebraska,hamilton,Other,Other,343,5004
Nebraska,harlan,Hillary Clinton,Democratic,254,1832
Nebraska,harlan,Donald Trump,Republican,1496,1832
Nebraska,harlan,Other,Other,82,1832
Nebraska,hayes,Hillary Clinton,Democratic,30,514
Nebraska,hayes,Donald Trump,Republican,472,514
Nebraska,hayes,Other,Other,12,514
Nebraska,hitchcock,Hillary Clinton,Democratic,161,1468
Nebraska,hitchcock,Donald Trump,Republican,1232,1468
Nebraska,hitchcock,Other,Other,75,1468
Nebraska,holt,Hillary Clinton,Democratic,531,5118
Nebraska,holt,Donald Trump,Republican,4354,5118
Nebraska,holt,Other,Other,233,5118
Nebraska,hooker,Hillary Clinton,Democratic,40,417
Nebraska,hooker,Donald Trump,Republican,355,417
Nebraska,hooker,Other,Other,22,417
Nebraska,howard,Hillary Clinton,Democratic,544,2994
Nebraska,howard,Donald Trump,Republican,2284,2994
Nebraska,howard,Other,Other,166,2994
Nebraska,jefferson,Hillary Clinton,Democratic,837,3494
Nebraska,jefferson,Donald Trump,Republican,2399,3494
Nebraska,jefferson,Other,Other,258,3494
Nebraska,johnson,Hillary Clinton,Democratic,563,2089
Nebraska,johnson,Donald Trump,Republican,1355,2089
Nebraska,johnson,Other,Other,171,2089
Nebraska,kearney,Hillary Clinton,Democratic,550,3296
Nebraska,kearney,Donald Trump,Republican,2531,3296
Nebraska,kearney,Other,Other,215,3296
Nebraska,keith,Hillary Clinton,Democratic,571,4034
Nebraska,keith,Donald Trump,Republican,3235,4034
Nebraska,keith,Other,Other,228,4034
Nebraska,keya paha,Hillary Clinton,Democratic,40,519
Nebraska,keya paha,Donald Trump,Republican,460,519
Nebraska,keya paha,Other,Other,19,519
Nebraska,kimball,Hillary Clinton,Democratic,230,1677
Nebraska,kimball,Donald Trump,Republican,1330,1677
Nebraska,kimball,Other,Other,117,1677
Nebraska,knox,Hillary Clinton,Democratic,720,4115
Nebraska,knox,Donald Trump,Republican,3188,4115
Nebraska,knox,Other,Other,207,4115
Nebraska,lancaster,Hillary Clinton,Democratic,61898,136223
Nebraska,lancaster,Donald Trump,Republican,61588,136223
Nebraska,lancaster,Other,Other,12737,136223
Nebraska,lincoln,Hillary Clinton,Democratic,2913,16131
Nebraska,lincoln,Donald Trump,Republican,12164,16131
Nebraska,lincoln,Other,Other,1054,16131
Nebraska,logan,Hillary Clinton,Democratic,32,453
Nebraska,logan,Donald Trump,Republican,400,453
Nebraska,logan,Other,Other,21,453
Nebraska,loup,Hillary Clinton,Democratic,48,385
Nebraska,loup,Donald Trump,Republican,323,385
Nebraska,loup,Other,Other,14,385
Nebraska,mcpherson,Hillary Clinton,Democratic,14,287
Nebraska,mcpherson,Donald Trump,Republican,257,287
Nebraska,mcpherson,Other,Other,16,287
Nebraska,madison,Hillary Clinton,Democratic,2711,14343
Nebraska,madison,Donald Trump,Republican,10628,14343
Nebraska,madison,Other,Other,1004,14343
Nebraska,merrick,Hillary Clinton,Democratic,602,3788
Nebraska,merrick,Donald Trump,Republican,2926,3788
Nebraska,merrick,Other,Other,260,3788
Nebraska,morrill,Hillary Clinton,Democratic,284,2209
Nebraska,morrill,Donald Trump,Republican,1802,2209
Nebraska,morrill,Other,Other,123,2209
Nebraska,nance,Hillary Clinton,Democratic,281,1621
Nebraska,nance,Donald Trump,Republican,1261,1621
Nebraska,nance,Other,Other,79,1621
Nebraska,nemaha,Hillary Clinton,Democratic,785,3161
Nebraska,nemaha,Donald Trump,Republican,2116,3161
Nebraska,nemaha,Other,Other,260,3161
Nebraska,nuckolls,Hillary Clinton,Democratic,353,2205
Nebraska,nuckolls,Donald Trump,Republican,1726,2205
Nebraska,nuckolls,Other,Other,126,2205
Nebraska,otoe,Hillary Clinton,Democratic,2025,7457
Nebraska,otoe,Donald Trump,Republican,4860,7457
Nebraska,otoe,Other,Other,572,7457
Nebraska,pawnee,Hillary Clinton,Democratic,279,1327
Nebraska,pawnee,Donald Trump,Republican,974,1327
Nebraska,pawnee,Other,Other,74,1327
Nebraska,perkins,Hillary Clinton,Democratic,161,1455
Nebraska,perkins,Donald Trump,Republican,1217,1455
Nebraska,perkins,Other,Other,77,1455
Nebraska,phelps,Hillary Clinton,Democratic,572,4695
Nebraska,phelps,Donald Trump,Republican,3849,4695
Nebraska,phelps,Other,Other,274,4695
Nebraska,pierce,Hillary Clinton,Democratic,382,3630
Nebraska,pierce,Donald Trump,Republican,3052,3630
Nebraska,pierce,Other,Other,196,3630
Nebraska,platte,Hillary Clinton,Democratic,2646,14433
Nebraska,platte,Donald Trump,Republican,10965,14433
Nebraska,platte,Other,Other,822,14433
Nebraska,polk,Hillary Clinton,Democratic,413,2582
Nebraska,polk,Donald Trump,Republican,2028,2582
Nebraska,polk,Other,Other,141,2582
Nebraska,red willow,Hillary Clinton,Democratic,645,5170
Nebraska,red willow,Donald Trump,Republican,4258,5170
Nebraska,red willow,Other,Other,267,5170
Nebraska,richardson,Hillary Clinton,Democratic,818,3805
Nebraska,richardson,Donald Trump,Republican,2769,3805
Nebraska,richardson,Other,Other,218,3805
Nebraska,rock,Hillary Clinton,Democratic,70,798
Nebraska,rock,Donald Trump,Republican,687,798
Nebraska,rock,Other,Other,41,798
Nebraska,saline,Hillary Clinton,Democratic,1733,5136
Nebraska,saline,Donald Trump,Republican,3004,5136
Nebraska,saline,Other,Other,399,5136
Nebraska,sarpy,Hillary Clinton,Democratic,28033,80580
Nebraska,sarpy,Donald Trump,Republican,45143,80580
Nebraska,sarpy,Other,Other,7404,80580
Nebraska,saunders,Hillary Clinton,Democratic,2523,10860
Nebraska,saunders,Donald Trump,Republican,7555,10860
Nebraska,saunders,Other,Other,782,10860
Nebraska,scotts bluff,Hillary Clinton,Democratic,3207,14317
Nebraska,scotts bluff,Donald Trump,Republican,10076,14317
Nebraska,scotts bluff,Other,Other,1034,14317
Nebraska,seward,Hillary Clinton,Democratic,1875,7922
Nebraska,seward,Donald Trump,Republican,5454,7922
Nebraska,seward,Other,Other,593,7922
Nebraska,sheridan,Hillary Clinton,Democratic,287,2608
Nebraska,sheridan,Donald Trump,Republican,2211,2608
Nebraska,sheridan,Other,Other,110,2608
Nebraska,sherman,Hillary Clinton,Democratic,340,1573
Nebraska,sherman,Donald Trump,Republican,1150,1573
Nebraska,sherman,Other,Other,83,1573
Nebraska,sioux,Hillary Clinton,Democratic,81,736
Nebraska,sioux,Donald Trump,Republican,616,736
Nebraska,sioux,Other,Other,39,736
Nebraska,stanton,Hillary Clinton,Democratic,417,2801
Nebraska,stanton,Donald Trump,Republican,2187,2801
Nebraska,stanton,Other,Other,197,2801
Nebraska,thayer,Hillary Clinton,Democratic,499,2690
Nebraska,thayer,Donald Trump,Republican,2051,2690
Nebraska,thayer,Other,Other,140,2690
Nebraska,thomas,Hillary Clinton,Democratic,30,393
Nebraska,thomas,Donald Trump,Republican,344,393
Nebraska,thomas,Other,Other,19,393
Nebraska,thurston,Hillary Clinton,Democratic,919,2088
Nebraska,thurston,Donald Trump,Republican,1043,2088
Nebraska,thurston,Other,Other,126,2088
Nebraska,valley,Hillary Clinton,Democratic,339,2205
Nebraska,valley,Donald Trump,Republican,1780,2205
Nebraska,valley,Other,Other,86,2205
Nebraska,washington,Hillary Clinton,Democratic,2623,10832
Nebraska,washington,Donald Trump,Republican,7424,10832
Nebraska,washington,Other,Other,785,10832
Nebraska,wayne,Hillary Clinton,Democratic,835,3776
Nebraska,wayne,Donald Trump,Republican,2693,3776
Nebraska,wayne,Other,Other,248,3776
Nebraska,webster,Hillary Clinton,Democratic,306,1708
Nebraska,webster,Donald Trump,Republican,1330,1708
Nebraska,webster,Other,Other,72,1708
Nebraska,wheeler,Hillary Clinton,Democratic,62,465
Nebraska,wheeler,Donald Trump,Republican,377,465
Nebraska,wheeler,Other,Other,26,465
Nebraska,york,Hillary Clinton,Democratic,1186,6381
Nebraska,york,Donald Trump,Republican,4700,6381
Nebraska,york,Other,Other,495,6381
Nevada,churchill,Hillary Clinton,Democratic,2210,10938
Nevada,churchill,Donald Trump,Republican,7830,10938
Nevada,churchill,Other,Other,898,10938
Nevada,clark,Hillary Clinton,Democratic,402227,767156
Nevada,clark,Donald Trump,Republican,320057,767156
Nevada,clark,Other,Other,44872,767156
Nevada,douglas,Hillary Clinton,Democratic,8454,27885
Nevada,douglas,Donald Trump,Republican,17415,27885
Nevada,douglas,Other,Other,2016,27885
Nevada,elko,Hillary Clinton,Democratic,3401,18559
Nevada,elko,Donald Trump,Republican,13551,18559
Nevada,elko,Other,Other,1607,18559
Nevada,esmeralda,Hillary Clinton,Democratic,65,423
Nevada,esmeralda,Donald Trump,Republican,329,423
Nevada,esmeralda,Other,Other,29,423
Nevada,eureka,Hillary Clinton,Democratic,74,854
Nevada,eureka,Donald Trump,Republican,723,854
Nevada,eureka,Other,Other,57,854
Nevada,humboldt,Hillary Clinton,Democratic,1386,6433
Nevada,humboldt,Donald Trump,Republican,4521,6433
Nevada,humboldt,Other,Other,526,6433
Nevada,lander,Hillary Clinton,Democratic,403,2413
Nevada,lander,Donald Trump,Republican,1828,2413
Nevada,lander,Other,Other,182,2413
Nevada,lincoln,Hillary Clinton,Democratic,285,2132
Nevada,lincoln,Donald Trump,Republican,1671,2132
Nevada,lincoln,Other,Other,176,2132
Nevada,lyon,Hillary Clinton,Democratic,6146,23762
Nevada,lyon,Donald Trump,Republican,16005,23762
Nevada,lyon,Other,Other,1611,23762
Nevada,mineral,Hillary Clinton,Democratic,637,1997
Nevada,mineral,Donald Trump,Republican,1179,1997
Nevada,mineral,Other,Other,181,1997
Nevada,nye,Hillary Clinton,Democratic,5094,19595
Nevada,nye,Donald Trump,Republican,13324,19595
Nevada,nye,Other,Other,1177,19595
Nevada,pershing,Hillary Clinton,Democratic,430,1982
Nevada,pershing,Donald Trump,Republican,1403,1982
Nevada,pershing,Other,Other,149,1982
Nevada,storey,Hillary Clinton,Democratic,752,2558
Nevada,storey,Donald Trump,Republican,1616,2558
Nevada,storey,Other,Other,190,2558
Nevada,washoe,Hillary Clinton,Democratic,97379,209909
Nevada,washoe,Donald Trump,Republican,94758,209909
Nevada,washoe,Other,Other,17772,209909
Nevada,white pine,Hillary Clinton,Democratic,707,3773
Nevada,white pine,Donald Trump,Republican,2723,3773
Nevada,white pine,Other,Other,343,3773
Nevada,carson city,Hillary Clinton,Democratic,9610,25016
Nevada,carson city,Donald Trump,Republican,13125,25016
Nevada,carson city,Other,Other,2281,25016
New Hampshire,belknap,Hillary Clinton,Democratic,13517,35045
New Hampshire,belknap,Donald Trump,Republican,19315,35045
New Hampshire,belknap,Other,Other,2213,35045
New Hampshire,carroll,Hillary Clinton,Democratic,12987,29616
New Hampshire,carroll,Donald Trump,Republican,14635,29616
New Hampshire,carroll,Other,Other,1994,29616
New Hampshire,cheshire,Hillary Clinton,Democratic,22064,41895
New Hampshire,cheshire,Donald Trump,Republican,16876,41895
New Hampshire,cheshire,Other,Other,2955,41895
New Hampshire,coos,Hillary Clinton,Democratic,6563,15627
New Hampshire,coos,Donald Trump,Republican,7952,15627
New Hampshire,coos,Other,Other,1112,15627
New Hampshire,grafton,Hillary Clinton,Democratic,28510,51191
New Hampshire,grafton,Donald Trump,Republican,19010,51191
New Hampshire,grafton,Other,Other,3671,51191
New Hampshire,hillsborough,Hillary Clinton,Democratic,99589,214157
New Hampshire,hillsborough,Donald Trump,Republican,100013,214157
New Hampshire,hillsborough,Other,Other,14555,214157
New Hampshire,merrimack,Hillary Clinton,Democratic,40198,83648
New Hampshire,merrimack,Donald Trump,Republican,37674,83648
New Hampshire,merrimack,Other,Other,5776,83648
New Hampshire,rockingham,Hillary Clinton,Democratic,79994,181434
New Hampshire,rockingham,Donald Trump,Republican,90447,181434
New Hampshire,rockingham,Other,Other,10993,181434
New Hampshire,strafford,Hillary Clinton,Democratic,34894,69000
New Hampshire,strafford,Donald Trump,Republican,29072,69000
New Hampshire,strafford,Other,Other,5034,69000
New Hampshire,sullivan,Hillary Clinton,Democratic,10210,22683
New Hampshire,sullivan,Donald Trump,Republican,10796,22683
New Hampshire,sullivan,Other,Other,1677,22683
New Jersey,atlantic,Hillary Clinton,Democratic,60924,117291
New Jersey,atlantic,Donald Trump,Republican,52690,117291
New Jersey,atlantic,Other,Other,3677,117291
New Jersey,bergen,Hillary Clinton,Democratic,231211,419296
New Jersey,bergen,Donald Trump,Republican,175529,419296
New Jersey,bergen,Other,Other,12556,419296
New Jersey,burlington,Hillary Clinton,Democratic,121725,218943
New Jersey,burlington,Donald Trump,Republican,89272,218943
New Jersey,burlington,Other,Other,7946,218943
New Jersey,camden,Hillary Clinton,Democratic,146717,226592
New Jersey,camden,Donald Trump,Republican,72631,226592
New Jersey,camden,Other,Other,7244,226592
New Jersey,cape may,Hillary Clinton,Democratic,18750,48722
New Jersey,cape may,Donald Trump,Republican,28446,48722
New Jersey,cape may,Other,Other,1526,48722
New Jersey,cumberland,Hillary Clinton,Democratic,27771,54004
New Jersey,cumberland,Donald Trump,Republican,24453,54004
New Jersey,cumberland,Other,Other,1780,54004
New Jersey,essex,Hillary Clinton,Democratic,240837,310934
New Jersey,essex,Donald Trump,Republican,63176,310934
New Jersey,essex,Other,Other,6921,310934
New Jersey,gloucester,Hillary Clinton,Democratic,66870,139542
New Jersey,gloucester,Donald Trump,Republican,67544,139542
New Jersey,gloucester,Other,Other,5128,139542
New Jersey,hudson,Hillary Clinton,Democratic,163917,219375
New Jersey,hudson,Donald Trump,Republican,49043,219375
New Jersey,hudson,Other,Other,6415,219375
New Jersey,hunterdon,Hillary Clinton,Democratic,28898,70836
New Jersey,hunterdon,Donald Trump,Republican,38712,70836
New Jersey,hunterdon,Other,Other,3226,70836
New Jersey,mercer,Hillary Clinton,Democratic,104775,156529
New Jersey,mercer,Donald Trump,Republican,46193,156529
New Jersey,mercer,Other,Other,5561,156529
New Jersey,middlesex,Hillary Clinton,Democratic,193044,326102
New Jersey,middlesex,Donald Trump,Republican,122953,326102
New Jersey,middlesex,Other,Other,10105,326102
New Jersey,monmouth,Hillary Clinton,Democratic,137181,314377
New Jersey,monmouth,Donald Trump,Republican,166723,314377
New Jersey,monmouth,Other,Other,10473,314377
New Jersey,morris,Hillary Clinton,Democratic,115249,250416
New Jersey,morris,Donald Trump,Republican,126071,250416
New Jersey,morris,Other,Other,9096,250416
New Jersey,ocean,Hillary Clinton,Democratic,87150,274362
New Jersey,ocean,Donald Trump,Republican,179079,274362
New Jersey,ocean,Other,Other,8133,274362
New Jersey,passaic,Hillary Clinton,Democratic,116759,194802
New Jersey,passaic,Donald Trump,Republican,72902,194802
New Jersey,passaic,Other,Other,5141,194802
New Jersey,salem,Hillary Clinton,Democratic,11904,29494
New Jersey,salem,Donald Trump,Republican,16381,29494
New Jersey,salem,Other,Other,1209,29494
New Jersey,somerset,Hillary Clinton,Democratic,85689,157092
New Jersey,somerset,Donald Trump,Republican,65505,157092
New Jersey,somerset,Other,Other,5898,157092
New Jersey,sussex,Hillary Clinton,Democratic,24212,74126
New Jersey,sussex,Donald Trump,Republican,46658,74126
New Jersey,sussex,Other,Other,3256,74126
New Jersey,union,Hillary Clinton,Democratic,147414,221975
New Jersey,union,Donald Trump,Republican,68114,221975
New Jersey,union,Other,Other,6447,221975
New Jersey,warren,Hillary Clinton,Democratic,17281,49236
New Jersey,warren,Donald Trump,Republican,29858,49236
New Jersey,warren,Other,Other,2097,49236
New Mexico,bernalillo,Hillary Clinton,Democratic,143417,274662
New Mexico,bernalillo,Donald Trump,Republican,94698,274662
New Mexico,bernalillo,Other,Other,36547,274662
New Mexico,catron,Hillary Clinton,Democratic,427,2049
New Mexico,catron,Donald Trump,Republican,1464,2049
New Mexico,catron,Other,Other,158,2049
New Mexico,chaves,Hillary Clinton,Democratic,5534,20271
New Mexico,chaves,Donald Trump,Republican,12872,20271
New Mexico,chaves,Other,Other,1865,20271
New Mexico,cibola,Hillary Clinton,Democratic,3741,8063
New Mexico,cibola,Donald Trump,Republican,3195,8063
New Mexico,cibola,Other,Other,1127,8063
New Mexico,colfax,Hillary Clinton,Democratic,2129,5332
New Mexico,colfax,Donald Trump,Republican,2585,5332
New Mexico,colfax,Other,Other,618,5332
New Mexico,curry,Hillary Clinton,Democratic,3121,13370
New Mexico,curry,Donald Trump,Republican,9035,13370
New Mexico,curry,Other,Other,1214,13370
New Mexico,de baca,Hillary Clinton,Democratic,193,910
New Mexico,de baca,Donald Trump,Republican,620,910
New Mexico,de baca,Other,Other,97,910
New Mexico,dona ana,Hillary Clinton,Democratic,37947,70648
New Mexico,dona ana,Donald Trump,Republican,25374,70648
New Mexico,dona ana,Other,Other,7327,70648
New Mexico,eddy,Hillary Clinton,Democratic,5033,19667
New Mexico,eddy,Donald Trump,Republican,13147,19667
New Mexico,eddy,Other,Other,1487,19667
New Mexico,grant,Hillary Clinton,Democratic,6276,12811
New Mexico,grant,Donald Trump,Republican,5288,12811
New Mexico,grant,Other,Other,1247,12811
New Mexico,guadalupe,Hillary Clinton,Democratic,970,1827
New Mexico,guadalupe,Donald Trump,Republican,595,1827
New Mexico,guadalupe,Other,Other,262,1827
New Mexico,harding,Hillary Clinton,Democratic,156,527
New Mexico,harding,Donald Trump,Republican,311,527
New Mexico,harding,Other,Other,60,527
New Mexico,hidalgo,Hillary Clinton,Democratic,784,1872
New Mexico,hidalgo,Donald Trump,Republican,910,1872
New Mexico,hidalgo,Other,Other,178,1872
New Mexico,lea,Hillary Clinton,Democratic,3930,17712
New Mexico,lea,Donald Trump,Republican,12495,17712
New Mexico,lea,Other,Other,1287,17712
New Mexico,lincoln,Hillary Clinton,Democratic,2331,8902
New Mexico,lincoln,Donald Trump,Republican,5896,8902
New Mexico,lincoln,Other,Other,675,8902
New Mexico,los alamos,Hillary Clinton,Democratic,5562,10885
New Mexico,los alamos,Donald Trump,Republican,3359,10885
New Mexico,los alamos,Other,Other,1964,10885
New Mexico,luna,Hillary Clinton,Democratic,3195,7295
New Mexico,luna,Donald Trump,Republican,3478,7295
New Mexico,luna,Other,Other,622,7295
New Mexico,mckinley,Hillary Clinton,Democratic,13576,21703
New Mexico,mckinley,Donald Trump,Republican,5104,21703
New Mexico,mckinley,Other,Other,3023,21703
New Mexico,mora,Hillary Clinton,Democratic,1536,2441
New Mexico,mora,Donald Trump,Republican,665,2441
New Mexico,mora,Other,Other,240,2441
New Mexico,otero,Hillary Clinton,Democratic,6124,20060
New Mexico,otero,Donald Trump,Republican,11887,20060
New Mexico,otero,Other,Other,2049,20060
New Mexico,quay,Hillary Clinton,Democratic,1017,3572
New Mexico,quay,Donald Trump,Republican,2212,3572
New Mexico,quay,Other,Other,343,3572
New Mexico,rio arriba,Hillary Clinton,Democratic,9592,14878
New Mexico,rio arriba,Donald Trump,Republican,3599,14878
New Mexico,rio arriba,Other,Other,1687,14878
New Mexico,roosevelt,Hillary Clinton,Democratic,1454,5950
New Mexico,roosevelt,Donald Trump,Republican,3884,5950
New Mexico,roosevelt,Other,Other,612,5950
New Mexico,sandoval,Hillary Clinton,Democratic,27707,61690
New Mexico,sandoval,Donald Trump,Republican,25905,61690
New Mexico,sandoval,Other,Other,8078,61690
New Mexico,san juan,Hillary Clinton,Democratic,12865,46110
New Mexico,san juan,Donald Trump,Republican,27946,46110
New Mexico,san juan,Other,Other,5299,46110
New Mexico,san miguel,Hillary Clinton,Democratic,7285,10751
New Mexico,san miguel,Donald Trump,Republican,2313,10751
New Mexico,san miguel,Other,Other,1153,10751
New Mexico,santa fe,Hillary Clinton,Democratic,50793,71434
New Mexico,santa fe,Donald Trump,Republican,14332,71434
New Mexico,santa fe,Other,Other,6309,71434
New Mexico,sierra,Hillary Clinton,Democratic,1612,5181
New Mexico,sierra,Donald Trump,Republican,3010,5181
New Mexico,sierra,Other,Other,559,5181
New Mexico,socorro,Hillary Clinton,Democratic,3313,6868
New Mexico,socorro,Donald Trump,Republican,2616,6868
New Mexico,socorro,Other,Other,939,6868
New Mexico,taos,Hillary Clinton,Democratic,10668,15260
New Mexico,taos,Donald Trump,Republican,2727,15260
New Mexico,taos,Other,Other,1865,15260
New Mexico,torrance,Hillary Clinton,Democratic,1785,6324
New Mexico,torrance,Donald Trump,Republican,3714,6324
New Mexico,torrance,Other,Other,825,6324
New Mexico,union,Hillary Clinton,Democratic,320,1702
New Mexico,union,Donald Trump,Republican,1216,1702
New Mexico,union,Other,Other,166,1702
New Mexico,valencia,Hillary Clinton,Democratic,10841,27592
New Mexico,valencia,Donald Trump,Republican,13215,27592
New Mexico,valencia,Other,Other,3536,27592
Missouri,kansas city,Hillary Clinton,Democratic,97735,128601
Missouri,kansas city,Donald Trump,Republican,24654,128601
Missouri,kansas city,Other,Other,6212,128601
New York,albany,Hillary Clinton,Democratic,83077,139830
New York,albany,Donald Trump,Republican,47810,139830
New York,albany,Other,Other,8943,139830
New York,allegany,Hillary Clinton,Democratic,4882,18692
New York,allegany,Donald Trump,Republican,12525,18692
New York,allegany,Other,Other,1285,18692
New York,bronx,Hillary Clinton,Democratic,353646,399522
New York,bronx,Donald Trump,Republican,37797,399522
New York,bronx,Other,Other,8079,399522
New York,broome,Hillary Clinton,Democratic,39212,86072
New York,broome,Donald Trump,Republican,40943,86072
New York,broome,Other,Other,5917,86072
New York,cattaraugus,Hillary Clinton,Democratic,9497,31161
New York,cattaraugus,Donald Trump,Republican,19692,31161
New York,cattaraugus,Other,Other,1972,31161
New York,cayuga,Hillary Clinton,Democratic,13522,33172
New York,cayuga,Donald Trump,Republican,17384,33172
New York,cayuga,Other,Other,2266,33172
New York,chautauqua,Hillary Clinton,Democratic,19091,54234
New York,chautauqua,Donald Trump,Republican,31594,54234
New York,chautauqua,Other,Other,3549,54234
New York,chemung,Hillary Clinton,Democratic,13757,36119
New York,chemung,Donald Trump,Republican,20097,36119
New York,chemung,Other,Other,2265,36119
New York,chenango,Hillary Clinton,Democratic,6775,20160
New York,chenango,Donald Trump,Republican,11921,20160
New York,chenango,Other,Other,1464,20160
New York,clinton,Hillary Clinton,Democratic,15059,32105
New York,clinton,Donald Trump,Republican,14449,32105
New York,clinton,Other,Other,2597,32105
New York,columbia,Hillary Clinton,Democratic,15284,30902
New York,columbia,Donald Trump,Republican,13756,30902
New York,columbia,Other,Other,1862,30902
New York,cortland,Hillary Clinton,Democratic,8771,20244
New York,cortland,Donald Trump,Republican,9900,20244
New York,cortland,Other,Other,1573,20244
New York,delaware,Hillary Clinton,Democratic,6627,19792
New York,delaware,Donald Trump,Republican,11942,19792
New York,delaware,Other,Other,1223,19792
New York,dutchess,Hillary Clinton,Democratic,62261,130934
New York,dutchess,Donald Trump,Republican,61797,130934
New York,dutchess,Other,Other,6876,130934
New York,erie,Hillary Clinton,Democratic,215456,423625
New York,erie,Donald Trump,Republican,188303,423625
New York,erie,Other,Other,19866,423625
New York,essex,Hillary Clinton,Democratic,7762,17218
New York,essex,Donald Trump,Republican,7958,17218
New York,essex,Other,Other,1498,17218
New York,franklin,Hillary Clinton,Democratic,7297,16952
New York,franklin,Donald Trump,Republican,8221,16952
New York,franklin,Other,Other,1434,16952
New York,fulton,Hillary Clinton,Democratic,6496,21214
New York,fulton,Donald Trump,Republican,13462,21214
New York,fulton,Other,Other,1256,21214
New York,genesee,Hillary Clinton,Democratic,7650,26432
New York,genesee,Donald Trump,Republican,16915,26432
New York,genesee,Other,Other,1867,26432
New York,greene,Hillary Clinton,Democratic,7405,22050
New York,greene,Donald Trump,Republican,13073,22050
New York,greene,Other,Other,1572,22050
New York,hamilton,Hillary Clinton,Democratic,949,3225
New York,hamilton,Donald Trump,Republican,2064,3225
New York,hamilton,Other,Other,212,3225
New York,herkimer,Hillary Clinton,Democratic,8083,26255
New York,herkimer,Donald Trump,Republican,16699,26255
New York,herkimer,Other,Other,1473,26255
New York,jefferson,Hillary Clinton,Democratic,13809,38236
New York,jefferson,Donald Trump,Republican,21763,38236
New York,jefferson,Other,Other,2664,38236
New York,kings,Hillary Clinton,Democratic,640553,805605
New York,kings,Donald Trump,Republican,141044,805605
New York,kings,Other,Other,24008,805605
New York,lewis,Hillary Clinton,Democratic,3146,11325
New York,lewis,Donald Trump,Republican,7400,11325
New York,lewis,Other,Other,779,11325
New York,livingston,Hillary Clinton,Democratic,10697,30031
New York,livingston,Donald Trump,Republican,17290,30031
New York,livingston,Other,Other,2044,30031
New York,madison,Hillary Clinton,Democratic,11667,30064
New York,madison,Donald Trump,Republican,15936,30064
New York,madison,Other,Other,2461,30064
New York,monroe,Hillary Clinton,Democratic,188592,347790
New York,monroe,Donald Trump,Republican,136582,347790
New York,monroe,Other,Other,22616,347790
New York,montgomery,Hillary Clinton,Democratic,6595,19054
New York,montgomery,Donald Trump,Republican,11301,19054
New York,montgomery,Other,Other,1158,19054
