state,county,candidate,party,candidatevotes,totalvotes
Kentucky,metcalfe,Hillary Clinton,Democratic,976,4620
Kentucky,metcalfe,Donald Trump,Republican,3491,4620
Kentucky,metcalfe,Other,Other,153,4620
Kentucky,monroe,Hillary Clinton,Democratic,601,4991
Kentucky,monroe,Donald Trump,Republican,4278,4991
Kentucky,monroe,Other,Other,112,4991
Kentucky,montgomery,Hillary Clinton,Democratic,3158,11452
Kentucky,montgomery,Donald Trump,Republican,7856,11452
Kentucky,montgomery,Other,Other,438,11452
Kentucky,morgan,Hillary Clinton,Democratic,1006,4775
Kentucky,morgan,Donald Trump,Republican,3628,4775
Kentucky,morgan,Other,Other,141,4775
Kentucky,muhlenberg,Hillary Clinton,Democratic,3272,13060
Kentucky,muhlenberg,Donald Trump,Republican,9393,13060
Kentucky,muhlenberg,Other,Other,395,13060
Kentucky,nelson,Hillary Clinton,Democratic,6434,20802
Kentucky,nelson,Donald Trump,Republican,13431,20802
Kentucky,nelson,Other,Other,937,20802
Kentucky,nicholas,Hillary Clinton,Democratic,787,2841
Kentucky,nicholas,Donald Trump,Republican,1957,2841
Kentucky,nicholas,Other,Other,97,2841
Kentucky,ohio,Hillary Clinton,Democratic,2080,10398
Kentucky,ohio,Donald Trump,Republican,7942,10398
Kentucky,ohio,Other,Other,376,10398
Kentucky,oldham,Hillary Clinton,Democratic,10268,32853
Kentucky,oldham,Donald Trump,Republican,20469,32853
Kentucky,oldham,Other,Other,2116,32853
Kentucky,owen,Hillary Clinton,Democratic,1062,5001
Kentucky,owen,Donald Trump,Republican,3745,5001
Kentucky,owen,Other,Other,194,5001
Kentucky,owsley,Hillary Clinton,Democratic,256,1759
Kentucky,owsley,Donald Trump,Republican,1474,1759
Kentucky,owsley,Other,Other,29,1759
Kentucky,pendleton,Hillary Clinton,Democratic,1164,6007
Kentucky,pendleton,Donald Trump,Republican,4604,6007
Kentucky,pendleton,Other,Other,239,6007
Kentucky,perry,Hillary Clinton,Democratic,2136,10572
Kentucky,perry,Donald Trump,Republican,8158,10572
Kentucky,perry,Other,Other,278,10572
Kentucky,pike,Hillary Clinton,Democratic,4280,24665
Kentucky,pike,Donald Trump,Republican,19747,24665
Kentucky,pike,Other,Other,638,24665
Kentucky,powell,Hillary Clinton,Democratic,1272,4957
Kentucky,powell,Donald Trump,Republican,3513,4957
Kentucky,powell,Other,Other,172,4957
Kentucky,pulaski,Hillary Clinton,Democratic,4208,28041
Kentucky,pulaski,Donald Trump,Republican,22902,28041
Kentucky,pulaski,Other,Other,931,28041
Kentucky,robertson,Hillary Clinton,Democratic,222,1013
Kentucky,robertson,Donald Trump,Republican,759,1013
Kentucky,robertson,Other,Other,32,1013
Kentucky,rockcastle,Hillary Clinton,Democratic,915,6691
Kentucky,rockcastle,Donald Trump,Republican,5609,6691
Kentucky,rockcastle,Other,Other,167,6691
Kentucky,rowan,Hillary Clinton,Democratic,3295,8848
Kentucky,rowan,Donald Trump,Republican,5174,8848
Kentucky,rowan,Other,Other,379,8848
Kentucky,russell,Hillary Clinton,Democratic,1093,8174
Kentucky,russell,Donald Trump,Republican,6863,8174
Kentucky,russell,Other,Other,218,8174
Kentucky,scott,Hillary Clinton,Democratic,7715,24200
Kentucky,scott,Donald Trump,Republican,15052,24200
Kentucky,scott,Other,Other,1433,24200
Kentucky,shelby,Hillary Clinton,Democratic,6276,20580
Kentucky,shelby,Donald Trump,Republican,13196,20580
Kentucky,shelby,Other,Other,1108,20580
Kentucky,simpson,Hillary Clinton,Democratic,2144,7531
Kentucky,simpson,Donald Trump,Republican,5077,7531
Kentucky,simpson,Other,Other,310,7531
Kentucky,spencer,Hillary Clinton,Democratic,1921,9515
Kentucky,spencer,Donald Trump,Republican,7196,9515
Kentucky,spencer,Other,Other,398,9515
Kentucky,taylor,Hillary Clinton,Democratic,2553,11306
Kentucky,taylor,Donald Trump,Republican,8320,11306
Kentucky,taylor,Other,Other,433,11306
Kentucky,todd,Hillary Clinton,Democratic,1042,4779
Kentucky,todd,Donald Trump,Republican,3612,4779
Kentucky,todd,Other,Other,125,4779
Kentucky,trigg,Hillary Clinton,Democratic,1587,6751
Kentucky,trigg,Donald Trump,Republican,4931,6751
Kentucky,trigg,Other,Other,233,6751
Kentucky,trimble,Hillary Clinton,Democratic,879,3798
Kentucky,trimble,Donald Trump,Republican,2771,3798
Kentucky,trimble,Other,Other,148,3798
Kentucky,union,Hillary Clinton,Democratic,1331,6211
Kentucky,union,Donald Trump,Republican,4701,6211
Kentucky,union,Other,Other,179,6211
Kentucky,warren,Hillary Clinton,Democratic,16966,48454
Kentucky,warren,Donald Trump,Republican,28673,48454
Kentucky,warren,Other,Other,2815,48454
Kentucky,washington,Hillary Clinton,Democratic,1420,5636
Kentucky,washington,Donald Trump,Republican,4013,5636
Kentucky,washington,Other,Other,203,5636
Kentucky,wayne,Hillary Clinton,Democratic,1431,7992
Kentucky,wayne,Donald Trump,Republican,6371,7992
Kentucky,wayne,Other,Other,190,7992
Kentucky,webster,Hillary Clinton,Democratic,1240,5805
Kentucky,webster,Donald Trump,Republican,4397,5805
Kentucky,webster,Other,Other,168,5805
Kentucky,whitley,Hillary Clinton,Democratic,2067,13774
Kentucky,whitley,Donald Trump,Republican,11312,13774
Kentucky,whitley,Other,Other,395,13774
Kentucky,wolfe,Hillary Clinton,Democratic,753,2635
Kentucky,wolfe,Donald Trump,Republican,1804,2635
Kentucky,wolfe,Other,Other,78,2635
Kentucky,woodford,Hillary Clinton,Democratic,4958,13563
Kentucky,woodford,Donald Trump,Republican,7697,13563
Kentucky,woodford,Other,Other,908,13563
Louisiana,acadia,Hillary Clinton,Democratic,5638,27389
Louisiana,acadia,Donald Trump,Republican,21162,27389
Louisiana,acadia,Other,Other,589,27389
Louisiana,allen,Hillary Clinton,Democratic,2106,9245
Louisiana,allen,Donald Trump,Republican,6867,9245
Louisiana,allen,Other,Other,272,9245
Louisiana,ascension,Hillary Clinton,Democratic,16476,54678
Louisiana,ascension,Donald Trump,Republican,36143,54678
Louisiana,ascension,Other,Other,2059,54678
Louisiana,assumption,Hillary Clinton,Democratic,3931,10904
Louisiana,assumption,Donald Trump,Republican,6714,10904
Louisiana,assumption,Other,Other,259,10904
Louisiana,avoyelles,Hillary Clinton,Democratic,5035,16586
Louisiana,avoyelles,Donald Trump,Republican,11165,16586
Louisiana,avoyelles,Other,Other,386,16586
Louisiana,beauregard,Hillary Clinton,Democratic,2393,15078
Louisiana,beauregard,Donald Trump,Republican,12238,15078
Louisiana,beauregard,Other,Other,447,15078
Louisiana,bienville,Hillary Clinton,Democratic,3129,7005
Louisiana,bienville,Donald Trump,Republican,3756,7005
Louisiana,bienville,Other,Other,120,7005
Louisiana,bossier,Hillary Clinton,Democratic,12641,49848
Louisiana,bossier,Donald Trump,Republican,35474,49848
Louisiana,bossier,Other,Other,1733,49848
Louisiana,caddo,Hillary Clinton,Democratic,53483,105804
Louisiana,caddo,Donald Trump,Republican,49006,105804
Louisiana,caddo,Other,Other,3315,105804
Louisiana,calcasieu,Hillary Clinton,Democratic,26296,83785
Louisiana,calcasieu,Donald Trump,Republican,54191,83785
Louisiana,calcasieu,Other,Other,3298,83785
Louisiana,caldwell,Hillary Clinton,Democratic,788,4692
Louisiana,caldwell,Donald Trump,Republican,3822,4692
Louisiana,caldwell,Other,Other,82,4692
Louisiana,cameron,Hillary Clinton,Democratic,323,3692
Louisiana,cameron,Donald Trump,Republican,3256,3692
Louisiana,cameron,Other,Other,113,3692
Louisiana,catahoula,Hillary Clinton,Democratic,1322,4856
Louisiana,catahoula,Donald Trump,Republican,3479,4856
Louisiana,catahoula,Other,Other,55,4856
Louisiana,claiborne,Hillary Clinton,Democratic,2717,6421
Louisiana,claiborne,Donald Trump,Republican,3585,6421
Louisiana,claiborne,Other,Other,119,6421
Louisiana,concordia,Hillary Clinton,Democratic,3272,8872
Louisiana,concordia,Donald Trump,Republican,5477,8872
Louisiana,concordia,Other,Other,123,8872
Louisiana,de soto,Hillary Clinton,Democratic,5165,13500
Louisiana,de soto,Donald Trump,Republican,8068,13500
Louisiana,de soto,Other,Other,267,13500
Louisiana,east baton rouge,Hillary Clinton,Democratic,102828,196491
Louisiana,east baton rouge,Donald Trump,Republican,84660,196491
Louisiana,east baton rouge,Other,Other,9003,196491
Louisiana,east carroll,Hillary Clinton,Democratic,1838,2939
Louisiana,east carroll,Donald Trump,Republican,1059,2939
Louisiana,east carroll,Other,Other,42,2939
Louisiana,east feliciana,Hillary Clinton,Democratic,4235,10042
Louisiana,east feliciana,Donald Trump,Republican,5569,10042
Louisiana,east feliciana,Other,Other,238,10042
Louisiana,evangeline,Hillary Clinton,Democratic,4208,14882
Louisiana,evangeline,Donald Trump,Republican,10360,14882
Louisiana,evangeline,Other,Other,314,14882
Louisiana,franklin,Hillary Clinton,Democratic,2506,9162
Louisiana,franklin,Donald Trump,Republican,6514,9162
Louisiana,franklin,Other,Other,142,9162
Louisiana,grant,Hillary Clinton,Democratic,1181,8821
Louisiana,grant,Donald Trump,Republican,7408,8821
Louisiana,grant,Other,Other,232,8821
Louisiana,iberia,Hillary Clinton,Democratic,10698,32454
Louisiana,iberia,Donald Trump,Republican,20903,32454
Louisiana,iberia,Other,Other,853,32454
Louisiana,iberville,Hillary Clinton,Democratic,8324,16043
Louisiana,iberville,Donald Trump,Republican,7320,16043
Louisiana,iberville,Other,Other,399,16043
Louisiana,jackson,Hillary Clinton,Democratic,2139,7464
Louisiana,jackson,Donald Trump,Republican,5169,7464
Louisiana,jackson,Other,Other,156,7464
Louisiana,jefferson,Hillary Clinton,Democratic,73670,181639
Louisiana,jefferson,Donald Trump,Republican,100398,181639
Louisiana,jefferson,Other,Other,7571,181639
Louisiana,jefferson davis,Hillary Clinton,Democratic,3080,14277
Louisiana,jefferson davis,Donald Trump,Republican,10775,14277
Louisiana,jefferson davis,Other,Other,422,14277
Louisiana,lafayette,Hillary Clinton,Democratic,32726,105603
Louisiana,lafayette,Donald Trump,Republican,68195,105603
Louisiana,lafayette,Other,Other,4682,105603
Louisiana,lafourche,Hillary Clinton,Democratic,8423,41645
Louisiana,lafourche,Donald Trump,Republican,31959,41645
Louisiana,lafourche,Other,Other,1263,41645
Louisiana,la salle,Hillary Clinton,Democratic,605,6569
Louisiana,la salle,Donald Trump,Republican,5836,6569
Louisiana,la salle,Other,Other,128,6569
Louisiana,lincoln,Hillary Clinton,Democratic,7107,18669
Louisiana,lincoln,Donald Trump,Republican,10761,18669
Louisiana,lincoln,Other,Other,801,18669
Louisiana,livingston,Hillary Clinton,Democratic,6950,57730
Louisiana,livingston,Donald Trump,Republican,48824,57730
Louisiana,livingston,Other,Other,1956,57730
Louisiana,madison,Hillary Clinton,Democratic,2744,4732
Louisiana,madison,Donald Trump,Republican,1927,4732
Louisiana,madison,Other,Other,61,4732
Louisiana,morehouse,Hillary Clinton,Democratic,5155,11852
Louisiana,morehouse,Donald Trump,Republican,6502,11852
Louisiana,morehouse,Other,Other,195,11852
Louisiana,natchitoches,Hillary Clinton,Democratic,7144,16621
Louisiana,natchitoches,Donald Trump,Republican,8968,16621
Louisiana,natchitoches,Other,Other,509,16621
Louisiana,orleans,Hillary Clinton,Democratic,133996,165812
Louisiana,orleans,Donald Trump,Republican,24292,165812
Louisiana,orleans,Other,Other,7524,165812
Louisiana,ouachita,Hillary Clinton,Democratic,24428,68017
Louisiana,ouachita,Donald Trump,Republican,41734,68017
Louisiana,ouachita,Other,Other,1855,68017
Louisiana,plaquemines,Hillary Clinton,Democratic,3347,10573
Louisiana,plaquemines,Donald Trump,Republican,6900,10573
Louisiana,plaquemines,Other,Other,326,10573
Louisiana,pointe coupee,Hillary Clinton,Democratic,4764,11761
Louisiana,pointe coupee,Donald Trump,Republican,6789,11761
Louisiana,pointe coupee,Other,Other,208,11761
Louisiana,rapides,Hillary Clinton,Democratic,18322,56844
Louisiana,rapides,Donald Trump,Republican,36816,56844
Louisiana,rapides,Other,Other,1706,56844
Louisiana,red river,Hillary Clinton,Democratic,1938,4422
Louisiana,red river,Donald Trump,Republican,2391,4422
Louisiana,red river,Other,Other,93,4422
Louisiana,richland,Hillary Clinton,Democratic,3157,9597
Louisiana,richland,Donald Trump,Republican,6287,9597
Louisiana,richland,Other,Other,153,9597
Louisiana,sabine,Hillary Clinton,Democratic,1703,9787
Louisiana,sabine,Donald Trump,Republican,7879,9787
Louisiana,sabine,Other,Other,205,9787
Louisiana,st. bernard,Hillary Clinton,Democratic,4960,15815
Louisiana,st. bernard,Donald Trump,Republican,10237,15815
Louisiana,st. bernard,Other,Other,618,15815
Louisiana,st. charles,Hillary Clinton,Democratic,8559,26192
Louisiana,st. charles,Donald Trump,Republican,16621,26192
Louisiana,st. charles,Other,Other,1012,26192
Louisiana,st. helena,Hillary Clinton,Democratic,3353,5964
Louisiana,st. helena,Donald Trump,Republican,2497,5964
Louisiana,st. helena,Other,Other,114,5964
Louisiana,st. james,Hillary Clinton,Democratic,6418,12085
Louisiana,st. james,Donald Trump,Republican,5456,12085
Louisiana,st. james,Other,Other,211,12085
Louisiana,st. john the baptist,Hillary Clinton,Democratic,12661,20743
Louisiana,st. john the baptist,Donald Trump,Republican,7569,20743
Louisiana,st. john the baptist,Other,Other,513,20743
Louisiana,st. landry,Hillary Clinton,Democratic,17209,39977
Louisiana,st. landry,Donald Trump,Republican,21971,39977
Louisiana,st. landry,Other,Other,797,39977
Louisiana,st. martin,Hillary Clinton,Democratic,8266,25750
Louisiana,st. martin,Donald Trump,Republican,16873,25750
Louisiana,st. martin,Other,Other,611,25750
Louisiana,st. mary,Hillary Clinton,Democratic,8050,22877
Louisiana,st. mary,Donald Trump,Republican,14359,22877
Louisiana,st. mary,Other,Other,468,22877
Louisiana,st. tammany,Hillary Clinton,Democratic,27717,124392
Louisiana,st. tammany,Donald Trump,Republican,90915,124392
Louisiana,st. tammany,Other,Other,5760,124392
Louisiana,tangipahoa,Hillary Clinton,Democratic,16878,52416
Louisiana,tangipahoa,Donald Trump,Republican,33959,52416
Louisiana,tangipahoa,Other,Other,1579,52416
Louisiana,tensas,Hillary Clinton,Democratic,1332,2548
Louisiana,tensas,Donald Trump,Republican,1182,2548
Louisiana,tensas,Other,Other,34,2548
Louisiana,terrebonne,Hillary Clinton,Democratic,10665,43896
Louisiana,terrebonne,Donald Trump,Republican,31902,43896
Louisiana,terrebonne,Other,Other,1329,43896
Louisiana,union,Hillary Clinton,Democratic,2691,10894
Louisiana,union,Donald Trump,Republican,7972,10894
Louisiana,union,Other,Other,231,10894
Louisiana,vermilion,Hillary Clinton,Democratic,4857,25632
Louisiana,vermilion,Donald Trump,Republican,20063,25632
Louisiana,vermilion,Other,Other,712,25632
Louisiana,vernon,Hillary Clinton,Democratic,2665,16633
Louisiana,vernon,Donald Trump,Republican,13471,16633
Louisiana,vernon,Other,Other,497,16633
Louisiana,washington,Hillary Clinton,Democratic,5692,18628
Louisiana,washington,Donald Trump,Republican,12556,18628
Louisiana,washington,Other,Other,380,18628
Louisiana,webster,Hillary Clinton,Democratic,6260,18145
Louisiana,webster,Donald Trump,Republican,11542,18145
Louisiana,webster,Other,Other,343,18145
Louisiana,west baton rouge,Hillary Clinton,Democratic,5383,12712
Louisiana,west baton rouge,Donald Trump,Republican,6927,12712
Louisiana,west baton rouge,Other,Other,402,12712
Louisiana,west carroll,Hillary Clinton,Democratic,715,4759
Louisiana,west carroll,Donald Trump,Republican,3970,4759
Louisiana,west carroll,Other,Other,74,4759
Louisiana,west feliciana,Hillary Clinton,Democratic,2248,5799
Louisiana,west feliciana,Donald Trump,Republican,3390,5799
Louisiana,west feliciana,Other,Other,161,5799
Louisiana,winn,Hillary Clinton,Democratic,1644,6372
Louisiana,winn,Donald Trump,Republican,4608,6372
Louisiana,winn,Other,Other,120,6372
Maine,androscoggin,Hillary Clinton,Democratic,23009,55601
Maine,androscoggin,Donald Trump,Republican,28227,55601
Maine,androscoggin,Other,Other,4365,55601
Maine,aroostook,Hillary Clinton,Democratic,13386,35097
Maine,aroostook,Donald Trump,Republican,19419,35097
Maine,aroostook,Other,Other,2292,35097
Maine,cumberland,Hillary Clinton,Democratic,102981,171818
Maine,cumberland,Donald Trump,Republican,57709,171818
Maine,cumberland,Other,Other,11128,171818
Maine,franklin,Hillary Clinton,Democratic,7016,16488
Maine,franklin,Donald Trump,Republican,7918,16488
Maine,franklin,Other,Other,1554,16488
Maine,hancock,Hillary Clinton,Democratic,16117,32130
Maine,hancock,Donald Trump,Republican,13705,32130
Maine,hancock,Other,Other,2308,32130
Maine,kennebec,Hillary Clinton,Democratic,29302,66208
Maine,kennebec,Donald Trump,Republican,31675,66208
Maine,kennebec,Other,Other,5231,66208
Maine,knox,Hillary Clinton,Democratic,12443,23147
Maine,knox,Donald Trump,Republican,9148,23147
Maine,knox,Other,Other,1556,23147
Maine,lincoln,Hillary Clinton,Democratic,10241,21503
Maine,lincoln,Donald Trump,Republican,9727,21503
Maine,lincoln,Other,Other,1535,21503
Maine,oxford,Hillary Clinton,Democratic,12172,31201
Maine,oxford,Donald Trump,Republican,16210,31201
Maine,oxford,Other,Other,2819,31201
Maine,penobscot,Hillary Clinton,Democratic,32838,80540
Maine,penobscot,Donald Trump,Republican,41622,80540
Maine,penobscot,Other,Other,6080,80540
Maine,piscataquis,Hillary Clinton,Democratic,3098,9182
Maine,piscataquis,Donald Trump,Republican,5406,9182
Maine,piscataquis,Other,Other,678,9182
Maine,sagadahoc,Hillary Clinton,Democratic,10664,21616
Maine,sagadahoc,Donald Trump,Republican,9304,21616
Maine,sagadahoc,Other,Other,1648,21616
Maine,somerset,Hillary Clinton,Democratic,9092,26064
Maine,somerset,Donald Trump,Republican,15001,26064
Maine,somerset,Other,Other,1971,26064
Maine,waldo,Hillary Clinton,Democratic,10440,22707
Maine,waldo,Donald Trump,Republican,10378,22707
Maine,waldo,Other,Other,1889,22707
Maine,washington,Hillary Clinton,Democratic,6075,16365
Maine,washington,Donald Trump,Republican,9093,16365
Maine,washington,Other,Other,1197,16365
Maine,york,Hillary Clinton,Democratic,55844,114274
Maine,york,Donald Trump,Republican,50403,114274
Maine,york,Other,Other,8027,114274
Maryland,allegany,Hillary Clinton,Democratic,7875,30654
Maryland,allegany,Donald Trump,Republican,21270,30654
Maryland,allegany,Other,Other,1509,30654
Maryland,anne arundel,Hillary Clinton,Democratic,128419,270081
Maryland,anne arundel,Donald Trump,Republican,122403,270081
Maryland,anne arundel,Other,Other,19259,270081
Maryland,baltimore,Hillary Clinton,Democratic,218412,390682
Maryland,baltimore,Donald Trump,Republican,149477,390682
Maryland,baltimore,Other,Other,22793,390682
Maryland,calvert,Hillary Clinton,Democratic,18225,47408
Maryland,calvert,Donald Trump,Republican,26176,47408
Maryland,calvert,Other,Other,3007,47408
Maryland,caroline,Hillary Clinton,Democratic,4009,14113
Maryland,caroline,Donald Trump,Republican,9368,14113
Maryland,caroline,Other,Other,736,14113
Maryland,carroll,Hillary Clinton,Democratic,26567,91848
Maryland,carroll,Donald Trump,Republican,58215,91848
Maryland,carroll,Other,Other,7066,91848
Maryland,cecil,Hillary Clinton,Democratic,13650,45269
Maryland,cecil,Donald Trump,Republican,28868,45269
Maryland,cecil,Other,Other,2751,45269
Maryland,charles,Hillary Clinton,Democratic,49341,78303
